DDI-MedLine.d48.s0|79-107|Clostridium difficile toxin A|drug
DDI-MedLine.d59.s5|45-8||group
DDI-MedLine.d59.s5|57-12||group
DDI-MedLine.d59.s5|69-12||group
DDI-MedLine.d59.s5|81-16||group
DDI-MedLine.d59.s5|93-16||group
DDI-MedLine.d59.s5|105-20||group
DDI-MedLine.d59.s5|117-20||group
DDI-MedLine.d59.s5|129-24||group
DDI-MedLine.d59.s5|141-24||group
DDI-MedLine.d59.s5|153-28||group
DDI-MedLine.d59.s5|165-28||group
DDI-MedLine.d59.s5|177-32||group
DDI-MedLine.d59.s5|189-32||group
DDI-MedLine.d59.s5|201-36||group
DDI-MedLine.d59.s5|213-36||group
DDI-MedLine.d59.s5|225-40||group
DDI-MedLine.d59.s5|237-40||group
DDI-MedLine.d59.s5|249-44||group
DDI-MedLine.d59.s5|261-44||group
DDI-MedLine.d59.s5|273-48||group
DDI-MedLine.d59.s5|285-48||group
DDI-MedLine.d59.s5|297-52||group
DDI-MedLine.d59.s5|309-52||group
DDI-MedLine.d59.s6|29-42|cytochalasin D|drug
DDI-MedLine.d59.s7|272-284|acetylcholine|drug
DDI-MedLine.d59.s7|288-298|calcium ion|drug_n
DDI-MedLine.d59.s7|302-311|calmodulin|drug_n
DDI-MedLine.d59.s7|315-327|phospholamban|drug
DDI-MedLine.d59.s7|331-341|calcineurin|drug
DDI-MedLine.d59.s7|345-350|myosin|drug
DDI-MedLine.d59.s7|354-358|actin|drug
DDI-MedLine.d59.s7|362-378|adenylate cyclase|drug
DDI-MedLine.d59.s7|382-397|protein kinase A|drug
DDI-MedLine.d59.s7|401-416|protein kinase C|drug
DDI-MedLine.d59.s7|420-438|protein phosphatase|drug
DDI-MedLine.d59.s7|442-470|protein phosphatase inhibitor|drug
DDI-MedLine.d59.s7|474-489|protein kinase G|drug
DDI-MedLine.d59.s7|493-502|calretinin|drug_n
DDI-MedLine.d59.s7|506-521|protein kinase N|drug
DDI-MedLine.d59.s7|525-540|protein kinase P|drug
DDI-MedLine.d59.s7|544-559|protein kinase A|drug
DDI-MedLine.d59.s7|563-578|protein kinase C|drug
DDI-MedLine.d58.s0|0-11|ginsenosides|drug
DDI-MedLine.d58.s0|13-36|voltage-dependent Ca(2+)|group
DDI-MedLine.d58.s0|38-53|channel subtypes|group
DDI-MedLine.d58.s0|55-60|bovine|group
DDI-MedLine.d58.s0|62-71|chromaffin|group
DDI-MedLine.d58.s0|73-77|cells|group
DDI-MedLine.d58.s1|0-0|N|drug
DDI-MedLine.d58.s1|10-10|N|drug
DDI-MedLine.d58.s1|22-22|N|drug
DDI-MedLine.d58.s1|36-36|N|drug
DDI-MedLine.d58.s1|50-50|N|drug
DDI-MedLine.d58.s1|64-64|N|drug
DDI-MedLine.d58.s1|78-78|N|drug
DDI-MedLine.d58.s1|92-92|N|drug
DDI-MedLine.d58.s1|106-106|N|drug
DDI-MedLine.d58.s1|120-120|N|drug
DDI-MedLine.d58.s1|134-134|N|drug
DDI-MedLine.d58.s1|148-148|N|drug
DDI-MedLine.d58.s1|162-162|N|drug
DDI-MedLine.d58.s1|176-176|N|drug
DDI-MedLine.d58.s1|190-190|N|drug
DDI-MedLine.d58.s1|204-204|N|drug
DDI-MedLine.d58.s1|218-218|N|drug
DDI-MedLine.d58.s1|232-232|N|drug
DDI-MedLine.d58.s1|246-246|N|drug
DDI-MedLine.d58.s1|260-260|N|drug
DDI-MedLine.d58.s1|274-274|N|drug
DDI-MedLine.d58.s1|288-288|N|drug
DDI-MedLine.d58.s1|302-302|N|drug
DDI-MedLine.d58.s1|316-316|N|drug
DDI-MedLine.d58.s3|163-173|NIMODIPEINE|drug
DDI-MedLine.d58.s3|176-181|L-type|group
DDI-MedLine.d58.s3|185-204|OMEGA-CONOTOXIN GVIA|drug
DDI-MedLine.d58.s3|207-212|N-type|group
DDI-MedLine.d58.s3|219-236|OMEGA-AGATOXIN IVA|drug
DDI-MedLine.d58.s3|239-244|P-type|group
DDI-MedLine.d58.s4|0-11|ginsenosides|drug
DDI-MedLine.d58.s4|56-61|Ca(2+)|group
DDI-MedLine.d58.s4|77-80|drug|drug
DDI-MedLine.d58.s7|327-338|ginsenosides|drug
DDI-MedLine.d58.s7|630-635|N-type|drug
DDI-MedLine.d58.s7|649-654|P-type|drug
DDI-MedLine.d58.s7|668-685|presumptive Q-type|drug_n
DDI-MedLine.d58.s7|697-702|N-type|drug
DDI-MedLine.d58.s7|716-721|P-type|group
DDI-MedLine.d58.s7|735-752|presumptive Q-type|drug_n
DDI-MedLine.d58.s7|764-769|N-type|drug
DDI-MedLine.d58.s8|42-50|dependent|drug
DDI-MedLine.d58.s8|52-57|Ca(2+)|drug
DDI-MedLine.d47.s0|12-21|buforin II|drug
DDI-MedLine.d47.s1|46-55|buforin II|drug
DDI-MedLine.d47.s2|0-13|Norepinephrine|drug
DDI-MedLine.d47.s3|164-175|azithromycin|drug
DDI-MedLine.d47.s3|179-189|minocycline|drug
DDI-MedLine.d47.s4|138-147|Buforin II|drug
DDI-MedLine.d47.s4|276-285|Buforin II|drug
DDI-MedLine.d47.s4|414-423|Buforin II|drug
DDI-MedLine.d47.s4|552-561|Buforin II|drug
DDI-MedLine.d47.s4|690-699|Buforin II|drug
DDI-MedLine.d47.s4|828-837|Buforin II|drug
DDI-MedLine.d65.s0|0-3|drug|drug
DDI-MedLine.d65.s1|0-7|thaputat|drug
DDI-MedLine.d65.s1|30-39|theraputic|drug
DDI-MedLine.d65.s1|105-108|drug|drug
DDI-MedLine.d65.s3|94-107|NITROGLYCERINE|drug
DDI-MedLine.d65.s5|127-133| drugs |drug
DDI-MedLine.d74.s2|298-305|glucagon|drug
DDI-MedLine.d74.s2|462-468|glucose|group
DDI-MedLine.d74.s2|525-532|glucagon|drug
DDI-MedLine.d74.s2|689-695|glucose|group
DDI-MedLine.d74.s2|754-761|glucagon|drug
DDI-MedLine.d74.s3|92-103|Theophylline|drug
DDI-MedLine.d74.s3|184-190|Insulin|drug
DDI-MedLine.d74.s3|217-224|thiazide|group
DDI-MedLine.d74.s3|230-243|spironolactone|group
DDI-MedLine.d74.s3|247-254|Glucagon|drug
DDI-MedLine.d74.s3|281-294|spironolactone|group
DDI-MedLine.d74.s3|298-304|Normals|drug
DDI-MedLine.d74.s3|310-323|spironolactone|group
DDI-MedLine.d74.s3|333-340|glucagon|drug
DDI-MedLine.d74.s3|352-360|Diabetics|drug
DDI-MedLine.d74.s3|366-379|spironolactone|group
DDI-MedLine.d74.s3|389-395|insulin|drug
DDI-MedLine.d74.s3|401-408|glucagon|drug
DDI-MedLine.d74.s3|420-426|Normals|drug
DDI-MedLine.d74.s3|432-445|spironolactone|group
DDI-MedLine.d74.s3|455-462|glucagon|drug
DDI-MedLine.d74.s3|474-482|Diabetics|drug
DDI-MedLine.d74.s3|488-501|spironolactone|group
DDI-MedLine.d74.s3|511-517|insulin|drug
DDI-MedLine.d74.s4|0-6|Glucose|drug
DDI-MedLine.d74.s5|0-7|Arginine|drug
DDI-MedLine.d74.s6|0-7|Arginine|drug
DDI-MedLine.d74.s7|86-104|Protease inhibitors|drug_n
DDI-MedLine.d74.s10|82-93|glutethimide|drug
DDI-MedLine.d74.s10|170-186|clostridium toxin|drug_n
DDI-MedLine.d74.s10|211-221|clostridium|group
DDI-MedLine.d74.s10|255-261|aspirin|drug
DDI-MedLine.d74.s10|331-334|pain|group
DDI-MedLine.d74.s10|337-341|fever|group
DDI-MedLine.d74.s10|348-359|inflammation|group
DDI-MedLine.d74.s10|364-369|heroin|drug
DDI-MedLine.d74.s10|376-383|narcotic|group
DDI-MedLine.d74.s10|415-418|pain|group
DDI-MedLine.d74.s10|423-434|glutethimide|drug
DDI-MedLine.d74.s10|441-448|sedative|group
DDI-MedLine.d74.s10|450-457|hypnotic|group
DDI-MedLine.d74.s10|489-506|alcohol dependence|group
DDI-MedLine.d74.s10|511-528|acetilsalicic acid|drug
DDI-MedLine.d74.s10|535-544|salicylate|group
DDI-MedLine.d74.s10|571-574|pain|group
DDI-MedLine.d74.s10|577-581|fever|group
DDI-MedLine.d44.s1|168-168| |drug
DDI-MedLine.d44.s1|171-171| |drug_n
DDI-MedLine.d44.s1|174-174| |drug
DDI-MedLine.d44.s1|177-177| |drug_n
DDI-MedLine.d44.s1|180-180| |drug
DDI-MedLine.d44.s1|183-183| |drug_n
DDI-MedLine.d44.s1|186-186| |drug
DDI-MedLine.d44.s1|189-189| |group
DDI-MedLine.d44.s1|192-192| |drug
DDI-MedLine.d44.s1|195-195| |drug_n
DDI-MedLine.d44.s1|198-198| |drug
DDI-MedLine.d44.s1|201-201| |group
DDI-MedLine.d44.s1|204-204| |drug_n
DDI-MedLine.d44.s1|207-207| |drug_n
DDI-MedLine.d44.s1|210-210| |group
DDI-MedLine.d44.s1|213-213| |drug
DDI-MedLine.d44.s1|216-216| |group
DDI-MedLine.d44.s1|219-219| |drug
DDI-MedLine.d44.s1|222-222| |group
DDI-MedLine.d44.s1|225-225| |drug_n
DDI-MedLine.d44.s1|228-228| |group
DDI-MedLine.d44.s1|231-231| |drug
DDI-MedLine.d44.s1|234-234| |group
DDI-MedLine.d44.s1|237-237| |drug_n
DDI-MedLine.d44.s1|240-240| |group
DDI-MedLine.d44.s1|243-243| |drug_n
DDI-MedLine.d44.s1|246-246| |group
DDI-MedLine.d44.s1|249-249| |drug_n
DDI-MedLine.d44.s2|438-447|etofibrate|drug
DDI-MedLine.d44.s5|8-15|ofibrate|drug
DDI-MedLine.d44.s6|168-177|Etofibrate|drug
DDI-MedLine.d44.s6|336-342|Placebo|drug
DDI-MedLine.d44.s6|356-365|Etofibrate|drug
DDI-MedLine.d44.s6|504-510|Placebo|drug
DDI-MedLine.d44.s6|524-533|Etofibrate|drug
DDI-MedLine.d44.s6|672-678|Placebo|drug
DDI-MedLine.d44.s6|692-701|Etofibrate|drug
DDI-MedLine.d44.s7|103-112|etofibrate|drug
DDI-MedLine.d44.s7|116-122|placebo|drug
DDI-MedLine.d125.s0|42-48|gliftor|drug
DDI-MedLine.d125.s3|0-18|1,3-difluoroacetone|drug
DDI-MedLine.d125.s3|172-192|citrate accumulation.|drug_n
DDI-MedLine.d125.s4|227-245|1,3-difluoroacetone|drug
DDI-MedLine.d125.s4|409-431|1,3-difluoro-2-propanol|drug
DDI-MedLine.d125.s4|435-457|1,3-difluoro-2-propanol|drug_n
DDI-MedLine.d125.s4|621-643|1,3-difluoro-2-propanol|drug
DDI-MedLine.d125.s4|647-669|1,3-difluoro-2-propanol|drug
DDI-MedLine.d125.s6|0-15|4-methylpyrazole|drug
DDI-MedLine.d125.s6|17-39|1,3-difluoro-2-propanol|group
DDI-MedLine.d125.s6|41-65|(-)-erythro-fluorocitrate|drug_n
DDI-MedLine.d125.s7|275-290|4-methylpyrazole|drug
DDI-MedLine.d125.s7|523-538|4-methylpyrazole|drug
DDI-MedLine.d125.s7|771-786|4-methylpyrazole|drug
DDI-MedLine.d125.s8|316-331|4-methylpyrazole|drug
DDI-MedLine.d125.s8|362-384|1,3-difluoro-2-propanol|drug
DDI-MedLine.d125.s8|478-500|1,3-difluoro-2-propanol|drug
DDI-MedLine.d125.s8|505-523|1,3-difluoroacetone|drug
DDI-MedLine.d125.s8|570-592|1,3-difluoro-2-propanol|drug_n
DDI-MedLine.d125.s8|595-613|1,3-difluoroacetone|drug_n
DDI-MedLine.d125.s8|616-631|4-methylpyrazole|drug
DDI-MedLine.d125.s8|634-656|1,3-difluoro-2-propanol|drug
DDI-MedLine.d86.s1|73-81|macrolide|drug
DDI-MedLine.d86.s1|156-164|diltiazem|group
DDI-MedLine.d86.s2|0-9|Nifedipine|drug
DDI-MedLine.d86.s2|11-29|Calcium antagonists|group
DDI-MedLine.d86.s2|31-39|Nimustine|drug
DDI-MedLine.d86.s2|41-57|Anticancer agents|group
DDI-MedLine.d86.s2|59-75|Clostridium toxin|drug_n
DDI-MedLine.d86.s2|96-112|Anticancer agents|group
DDI-MedLine.d86.s2|133-149|Anticancer agents|group
DDI-MedLine.d86.s2|170-186|Anticancer agents|group
DDI-MedLine.d86.s2|188-77||drug_n
DDI-MedLine.d86.s2|225-241|Anticancer agents|group
DDI-MedLine.d86.s2|262-278|Anticancer agents|group
DDI-MedLine.d86.s2|299-315|Anticancer agents|group
DDI-MedLine.d86.s2|317-105||drug_n
DDI-MedLine.d86.s2|354-370|Anticancer agents|group
DDI-MedLine.d86.s2|391-407|Anticancer agents|group
DDI-MedLine.d86.s3|0-8|sirolimus|drug
DDI-MedLine.d86.s3|10-18|diltiazem|group
DDI-MedLine.d86.s3|20-36|clostridium toxin|drug_n
DDI-MedLine.d86.s3|38-44|aspirin|drug
DDI-MedLine.d86.s3|46-50|xanax|brand
DDI-MedLine.d86.s3|52-63|glutethimide|drug
DDI-MedLine.d86.s3|65-70|heroin|drug_n
DDI-MedLine.d86.s3|72-89|acetilsalicic acid|drug
DDI-MedLine.d86.s3|91-104|anticoagulants|drug
DDI-MedLine.d86.s3|106-122|antifungal agents|group
DDI-MedLine.d86.s3|124-140|clostridium toxin|drug_n
DDI-MedLine.d86.s3|142-147|heroin|drug
DDI-MedLine.d86.s3|149-166|acetilsalicic acid|drug
DDI-MedLine.d86.s3|168-179|glutethimide|drug
DDI-MedLine.d86.s3|181-197|clostridium toxin|drug_n
DDI-MedLine.d86.s3|199-204|heroin|drug
DDI-MedLine.d86.s3|206-222|clostridium toxin|drug_n
DDI-MedLine.d86.s3|224-229|heroin|drug
DDI-MedLine.d86.s3|231-247|clostridium toxin|drug_n
DDI-MedLine.d86.s3|249-254|heroin|drug
DDI-MedLine.d86.s3|256-272|clostridium toxin|drug_n
DDI-MedLine.d86.s3|274-279|heroin|drug
DDI-MedLine.d86.s3|281-297|clostridium toxin|drug_n
DDI-MedLine.d86.s3|299-304|heroin|drug
DDI-MedLine.d86.s6|0-50|N-(1-methyl-2-pyridinyl)-1-(2-thienyl)cyclohexamine|drug
DDI-MedLine.d86.s6|54-65|fluorouracil|drug
DDI-MedLine.d86.s6|69-82|anticoagulants|group
DDI-MedLine.d86.s6|86-102|antifungal agents|group
DDI-MedLine.d86.s6|106-122|clostridium toxin|drug_n
DDI-MedLine.d86.s6|152-166|vinca alkaloids|drug
DDI-MedLine.d86.s6|170-179|imidazoles|drug
DDI-MedLine.d86.s6|183-193|pyrimidines|drug
DDI-MedLine.d86.s6|197-206|quinolines|drug
DDI-MedLine.d86.s6|210-219|thiophenes|drug
DDI-MedLine.d86.s6|223-226|urea|drug
DDI-MedLine.d86.s6|230-131||drug_n
DDI-MedLine.d86.s6|239-255|antifungal agents|group
DDI-MedLine.d86.s6|259-275|antifungal agents|group
DDI-MedLine.d86.s6|279-295|antifungal agents|group
DDI-MedLine.d86.s6|299-315|antifungal agents|group
DDI-MedLine.d86.s6|319-335|antifungal agents|group
DDI-MedLine.d86.s6|339-355|antifungal agents|group
DDI-MedLine.d86.s6|359-375|antifungal agents|group
DDI-MedLine.d86.s6|379-395|antifungal agents|group
DDI-MedLine.d86.s7|87-95|diltiazem|drug
DDI-MedLine.d86.s7|98-115|desacetyldiltiazem|group
DDI-MedLine.d86.s7|122-139|desmethyldiltiazem|group
DDI-MedLine.d86.s7|231-239|diltiazem|drug
DDI-MedLine.d86.s9|203-209| drugs |drug
DDI-MedLine.d1.s2|195-203|GARDENING|group
DDI-MedLine.d1.s4|98-109| sildenafil |drug
DDI-MedLine.d1.s4|154-165| sildenafil |drug
DDI-MedLine.d1.s4|210-221| sildenafil |drug
DDI-MedLine.d1.s4|266-277| sildenafil |drug
DDI-MedLine.d1.s4|322-333| sildenafil |drug
DDI-MedLine.d1.s4|378-389| sildenafil |drug
DDI-MedLine.d1.s4|434-445| sildenafil |drug
DDI-MedLine.d1.s4|490-501| sildenafil |drug
DDI-MedLine.d1.s4|546-557| sildenafil |drug
DDI-MedLine.d1.s4|602-613| sildenafil |drug
DDI-MedLine.d1.s4|658-669| sildenafil |drug
DDI-MedLine.d1.s4|714-725| sildenafil |drug
DDI-MedLine.d1.s4|770-781| sildenafil |drug
DDI-MedLine.d1.s4|826-837| sildenafil |drug
DDI-MedLine.d1.s5|186-195|Sildenafil|drug
DDI-MedLine.d1.s5|379-398|long-acting nitrates|group
DDI-MedLine.d1.s5|437-446|Sildenafil|drug
DDI-MedLine.d1.s5|471-491|short-acting nitrates|group
DDI-MedLine.d1.s5|565-571|Nitrate|drug
DDI-MedLine.d1.s5|610-629|long-acting nitrates|group
DDI-MedLine.d1.s5|654-674|short-acting nitrates|group
DDI-MedLine.d1.s5|748-754|Nitrate|drug
DDI-MedLine.d1.s5|793-812|long-acting nitrates|group
DDI-MedLine.d1.s6|134-144|Propranolol|drug
DDI-MedLine.d1.s6|146-155|Nifedipine|drug
DDI-MedLine.d1.s6|157-160|NaCl|drug
DDI-MedLine.d1.s6|162-167|NaHCO3|drug
DDI-MedLine.d1.s6|169-181|ACE inhibitor|drug
DDI-MedLine.d1.s6|184-192|Captopril|group
DDI-MedLine.d1.s6|194-203|Lisinopril|group
DDI-MedLine.d1.s6|205-213|Enalapril|group
DDI-MedLine.d1.s6|215-225|Perindopril|group
DDI-MedLine.d1.s6|227-234|Berapril|group
DDI-MedLine.d1.s6|236-245|Irbesartan|group
DDI-MedLine.d1.s6|247-254|Losartan|group
DDI-MedLine.d1.s6|256-266|Telmisartan|group
DDI-MedLine.d1.s6|268-276|Captopril|group
DDI-MedLine.d1.s6|278-286|Enalapril|group
DDI-MedLine.d1.s6|288-297|Lisinopril|group
DDI-MedLine.d1.s6|299-306|Berapril|group
DDI-MedLine.d1.s6|308-317|Irbesartan|group
DDI-MedLine.d1.s6|319-326|Losartan|group
DDI-MedLine.d1.s6|328-338|Telmisartan|group
DDI-MedLine.d1.s6|340-351|Trandolapril|group
DDI-MedLine.d1.s6|353-364|Trandolapril|group
DDI-MedLine.d1.s6|366-377|Trandolapril|group
DDI-MedLine.d1.s7|34-47|pharmaceutical|drug
DDI-MedLine.d1.s8|253-280|regulation of blood pressure|drug
DDI-MedLine.d1.s8|283-299|blood sugar level|drug
DDI-MedLine.d1.s8|302-316|hyperlipidaemia|group
DDI-MedLine.d1.s8|322-328|obesity|group
DDI-MedLine.d1.s8|431-433|N/A|drug
DDI-MedLine.d132.s1|27-72|non-nucleoside reverse transcriptase inhibitor|drug
DDI-MedLine.d132.s1|139-156|protease inhibitor|group
DDI-MedLine.d132.s2|243-247|NNRTI|drug
DDI-MedLine.d132.s3|90-98|efavirenz|drug
DDI-MedLine.d132.s3|101-110|nevirapine|group
DDI-MedLine.d132.s3|115-125|delavirdine|brand
DDI-MedLine.d132.s4|229-237|efavirenz|drug
DDI-MedLine.d132.s4|243-252|nevirapine|drug
DDI-MedLine.d132.s4|390-408|nirapodime regimens|group
DDI-MedLine.d132.s4|440-448|efavirenz|drug
DDI-MedLine.d132.s4|453-461|efavirenz|drug_n
DDI-MedLine.d132.s4|467-476|nevirapine|drug_n
DDI-MedLine.d132.s4|614-621|regimens|group
DDI-MedLine.d132.s4|653-661|efavirenz|drug_n
DDI-MedLine.d132.s4|666-674|efavirenz|drug
DDI-MedLine.d132.s4|680-689|nevirapine|drug
DDI-MedLine.d132.s6|0-9|Nevirapine|drug
DDI-MedLine.d132.s6|76-91|nevirapine-based|group
DDI-MedLine.d132.s6|97-113|delavirdine-based|group
DDI-MedLine.d132.s6|197-206|nevirapine|drug
DDI-MedLine.d132.s8|19-27|efavirenz|drug
DDI-MedLine.d132.s8|34-42|indinavir|drug
DDI-MedLine.d132.s9|165-168|NRTI|drug
DDI-MedLine.d132.s9|172-173|ve|group
DDI-MedLine.d132.s9|176-180|NNRTI|drug_n
DDI-MedLine.d132.s9|189-209|treatment-experienced|group
DDI-MedLine.d132.s10|0-9|Nelfinavir|drug
DDI-MedLine.d132.s10|45-53|efavirenz|drug
DDI-MedLine.d132.s11|27-33|appears|drug
DDI-MedLine.d132.s11|35-43|generally|group
DDI-MedLine.d132.s11|55-57|few|group
DDI-MedLine.d132.s11|59-69|individuals|drug
DDI-MedLine.d132.s11|71-83|discontinuing|group
DDI-MedLine.d132.s11|88-95|clinical|group
DDI-MedLine.d132.s11|97-103|studies|group
DDI-MedLine.d132.s11|120-126|adverse|drug
DDI-MedLine.d132.s11|128-131|drug|group
DDI-MedLine.d132.s11|133-139|events.|group
DDI-MedLine.d23.s0|15-22|ketamine|drug
DDI-MedLine.d23.s0|31-37|Innovar|brand
DDI-MedLine.d23.s1|75-81|Innovar|group
DDI-MedLine.d23.s1|235-241|Innovar|group
DDI-MedLine.d23.s2|0-4|Novar|drug
DDI-MedLine.d23.s2|611-617|ouabain|drug
DDI-MedLine.d138.s1|45-52|oxytocin|drug
DDI-MedLine.d138.s1|58-68|vasopressin|group
DDI-MedLine.d138.s2|73-83|vasopressin|group
DDI-MedLine.d29.s0|79-89|cloxacillin|drug
DDI-MedLine.d29.s1|30-35|Niacin|drug
DDI-MedLine.d29.s1|39-51|Anticoagulant|group
DDI-MedLine.d29.s1|55-62|Warfarin|drug
DDI-MedLine.d29.s1|66-78|Phenprocoumon|drug
DDI-MedLine.d29.s1|82-97|Antifungal agent|group
DDI-MedLine.d29.s1|101-112|Cryptococcus|drug
DDI-MedLine.d29.s1|116-127|Cyclosporine|drug
DDI-MedLine.d29.s1|131-144|Antimetabolite|group
DDI-MedLine.d29.s1|148-159|Fluorouracil|drug
DDI-MedLine.d29.s1|163-177|Antiviral agent|group
DDI-MedLine.d29.s1|181-183|HIV|drug
DDI-MedLine.d29.s1|187-205|Antiparasitic agent|group
DDI-MedLine.d29.s1|209-218|Toxoplasma|drug
DDI-MedLine.d29.s1|222-234|Toxoplasmosis|drug
DDI-MedLine.d29.s1|238-278|Antineoplastic/antineoproliferative agent|group
DDI-MedLine.d29.s1|282-304|Immunosuppressive agent|drug
DDI-MedLine.d29.s1|308-319|Methotrexate|drug
DDI-MedLine.d29.s1|323-338|Antifungal agent|group
DDI-MedLine.d29.s1|342-348|Candida|drug
DDI-MedLine.d29.s1|352-371|Antiprogestant agent|group
DDI-MedLine.d29.s1|375-385|Progestogen|drug
DDI-MedLine.d29.s2|217-227|penicillins|drug
DDI-MedLine.d29.s2|229-241|cephaloridine|drug_n
DDI-MedLine.d29.s2|243-252|probenecid|brand
DDI-MedLine.d29.s2|255-265|probensilis|drug
DDI-MedLine.d29.s2|267-274|procaine|drug
