DDI-MedLine.d48.s0|79-107|Clostridium difficile toxin A|drug_n
DDI-MedLine.d58.s8|71-82|ginsenosides|drug_n
DDI-MedLine.d58.s8|171-177|ginseng|brand
DDI-MedLine.d47.s0|12-21|buforin II|drug_n
DDI-MedLine.d47.s0|53-64|azithromycin|drug
DDI-MedLine.d47.s0|70-80|minocycline|drug
DDI-MedLine.d47.s0|90-111|Cryptosporidium parvum|drug
DDI-MedLine.d47.s1|46-55|buforin II|drug_n
DDI-MedLine.d47.s1|87-98|azithromycin|drug
DDI-MedLine.d47.s1|104-114|minocycline|drug
DDI-MedLine.d47.s2|0-9|Buforin II|drug
DDI-MedLine.d47.s3|69-80|azithromycin|drug
DDI-MedLine.d47.s3|85-95|minocycline|drug
DDI-MedLine.d47.s4|0-9|Buforin II|drug
DDI-MedLine.d47.s4|39-60|Cryptosporidium parvum|drug_n
DDI-MedLine.d47.s4|107-118|azithromycin|drug
DDI-MedLine.d47.s4|123-133|minocycline|drug
DDI-MedLine.d74.s0|13-20|arginine|drug
DDI-MedLine.d74.s2|216-223|arginine|drug
DDI-MedLine.d74.s2|233-239|glucose|drug
DDI-MedLine.d74.s2|275-286|theophylline|drug
DDI-MedLine.d74.s3|0-11|Theophylline|drug
DDI-MedLine.d74.s4|0-6|Glucose|drug
DDI-MedLine.d74.s4|38-49|theophylline|drug
DDI-MedLine.d74.s4|109-116|glucagon|drug
DDI-MedLine.d74.s5|0-7|Arginine|drug
DDI-MedLine.d74.s5|29-35|glucose|drug
DDI-MedLine.d74.s5|41-52|theophylline|drug
DDI-MedLine.d74.s6|0-7|Arginine|drug
DDI-MedLine.d74.s6|28-34|glucose|drug
DDI-MedLine.d74.s6|39-50|theophylline|drug
DDI-MedLine.d74.s6|70-77|glucagon|drug
DDI-MedLine.d74.s6|121-127|insulin|drug
DDI-MedLine.d74.s8|12-19|arginine|drug
DDI-MedLine.d74.s8|83-89|insulin|drug
DDI-MedLine.d74.s8|95-102|glucagon|drug
DDI-MedLine.d74.s9|110-117|arginine|drug
DDI-MedLine.d74.s11|67-71|alpha|drug
DDI-MedLine.d74.s11|77-80|beta|drug
DDI-MedLine.d74.s11|108-119|theophylline|drug
DDI-MedLine.d74.s11|156-162|glucose|drug
DDI-MedLine.d44.s0|11-20|etofibrate|drug
DDI-MedLine.d44.s2|30-39|etofibrate|drug
DDI-MedLine.d44.s2|401-410|etofibrate|drug
DDI-MedLine.d44.s5|6-15|etofibrate|drug
DDI-MedLine.d44.s6|0-9|Etofibrate|drug
DDI-MedLine.d44.s7|71-80|etofibrate|drug
DDI-MedLine.d44.s8|30-39|etofibrate|drug
DDI-MedLine.d125.s0|42-48|gliftor|drug_n
DDI-MedLine.d125.s1|30-48|1,3-difluoroacetone|drug_n
DDI-MedLine.d125.s1|120-142|1,3-difluoro-2-propanol|drug
DDI-MedLine.d125.s2|91-109|1,3-difluoroacetone|drug_n
DDI-MedLine.d125.s3|18-36|1,3-difluoroacetone|drug_n
DDI-MedLine.d125.s5|38-60|1,3-difluoro-2-propanol|drug_n
DDI-MedLine.d125.s5|65-83|1,3-difluoroacetone|drug_n
DDI-MedLine.d125.s5|212-234|1,3-difluoro-2-propanol|drug_n
DDI-MedLine.d125.s6|24-39|4-methylpyrazole|drug_n
DDI-MedLine.d125.s6|107-129|1,3-difluoro-2-propanol|drug_n
DDI-MedLine.d125.s6|257-279|1,3-difluoro-2-propanol|drug_n
DDI-MedLine.d125.s7|27-42|4-methylpyrazole|drug
DDI-MedLine.d125.s7|96-114|1,3-difluoroacetone|drug
DDI-MedLine.d125.s7|174-198|(-)-erythro-fluorocitrate|drug_n
DDI-MedLine.d125.s8|62-77|4-methylpyrazole|drug
DDI-MedLine.d125.s8|108-130|1,3-difluoro-2-propanol|drug
DDI-MedLine.d125.s8|224-246|1,3-difluoro-2-propanol|drug
DDI-MedLine.d125.s8|251-269|1,3-difluoroacetone|drug_n
DDI-MedLine.d86.s0|57-65|diltiazem|drug
DDI-MedLine.d86.s0|71-79|sirolimus|drug
DDI-MedLine.d86.s1|60-68|sirolimus|drug
DDI-MedLine.d86.s1|73-99|macrolide immunosuppressant|group
DDI-MedLine.d86.s1|116-121|CYP3A4|drug
DDI-MedLine.d86.s1|132-154|calcium channel blocker|group
DDI-MedLine.d86.s1|156-164|diltiazem|drug
DDI-MedLine.d86.s2|154-172|calcium antagonists|group
DDI-MedLine.d86.s3|176-184|sirolimus|drug
DDI-MedLine.d86.s3|216-224|diltiazem|drug
DDI-MedLine.d86.s5|66-74|sirolimus|drug
DDI-MedLine.d86.s5|253-261|diltiazem|drug
DDI-MedLine.d86.s5|323-331|sirolimus|drug
DDI-MedLine.d86.s6|54-62|sirolimus|drug
DDI-MedLine.d86.s6|111-119|sirolimus|drug
DDI-MedLine.d86.s6|136-144|diltiazem|drug
DDI-MedLine.d86.s7|87-95|diltiazem|drug
DDI-MedLine.d86.s7|98-115|desacetyldiltiazem|drug
DDI-MedLine.d86.s7|122-139|desmethyldiltiazem|drug
DDI-MedLine.d86.s7|182-190|sirolimus|drug
DDI-MedLine.d86.s7|231-239|diltiazem|drug
DDI-MedLine.d86.s8|25-33|diltiazem|drug
DDI-MedLine.d86.s8|68-76|sirolimus|drug
DDI-MedLine.d86.s8|145-153|sirolimus|drug
DDI-MedLine.d86.s9|72-80|sirolimus|drug
DDI-MedLine.d86.s9|82-90|diltiazem|drug
DDI-MedLine.d86.s9|117-125|sirolimus|drug
DDI-MedLine.d1.s1|163-192|erection-supporting medication|group
DDI-MedLine.d1.s1|235-264|erection-supporting medication|group
DDI-MedLine.d1.s1|372-401|erection-supporting medication|group
DDI-MedLine.d1.s1|444-473|erection-supporting medication|group
DDI-MedLine.d1.s1|581-610|erection-supporting medication|group
DDI-MedLine.d1.s1|653-682|erection-supporting medication|group
DDI-MedLine.d1.s1|790-819|erection-supporting medication|group
DDI-MedLine.d1.s1|862-891|erection-supporting medication|group
DDI-MedLine.d1.s1|999-1028|erection-supporting medication|group
DDI-MedLine.d1.s1|1071-1100|erection-supporting medication|group
DDI-MedLine.d1.s4|85-94|sildenafil|drug
DDI-MedLine.d1.s5|0-9|Sildenafil|drug
DDI-MedLine.d1.s5|60-67|nitrates|group
DDI-MedLine.d1.s5|105-112|nitrates|group
DDI-MedLine.d1.s6|40-61|beta-receptor blockers|group
DDI-MedLine.d1.s6|64-82|calcium antagonists|group
DDI-MedLine.d1.s6|85-92|thiazide|group
DDI-MedLine.d1.s6|98-111|loop diuretics|group
DDI-MedLine.d1.s6|117-130|ACE inhibitors|group
DDI-MedLine.d1.s8|329-351|antihypertensive agents|group
DDI-MedLine.d1.s8|390-396|statins|group
DDI-MedLine.d1.s8|402-414|beta-blockers|group
DDI-MedLine.d1.s8|445-455|phentermine|group
DDI-MedLine.d1.s8|461-491|phentermine/phenylpropanolamine|group
DDI-MedLine.d1.s8|643-650|nicotine|drug
DDI-MedLine.d1.s8|656-663|nicotine|drug
DDI-MedLine.d1.s8|877-885|diuretics|drug
DDI-MedLine.d1.s8|895-903|diuretics|drug
DDI-MedLine.d132.s0|22-68|non-nucleoside reverse transcriptase inhibitors|group
DDI-MedLine.d132.s1|27-72|non-nucleoside reverse transcriptase inhibitor|group
DDI-MedLine.d132.s1|75-79|NNRTI|drug
DDI-MedLine.d132.s1|147-164|protease inhibitor|group
DDI-MedLine.d132.s1|167-168|PI|drug
DDI-MedLine.d132.s2|0-4|NNRTI|group
DDI-MedLine.d132.s2|54-55|PI|group
DDI-MedLine.d132.s3|90-98|efavirenz|drug
DDI-MedLine.d132.s3|101-110|nevirapine|drug
DDI-MedLine.d132.s3|115-125|delavirdine|drug
DDI-MedLine.d132.s4|5-13|efavirenz|drug
DDI-MedLine.d132.s4|19-28|nevirapine|drug
DDI-MedLine.d132.s4|76-78|PIs|group
DDI-MedLine.d132.s4|80-88|indinavir|drug
DDI-MedLine.d132.s4|167-176|nevirapine|drug
DDI-MedLine.d132.s4|217-225|efavirenz|drug
DDI-MedLine.d132.s5|38-47|nevirapine|drug
DDI-MedLine.d132.s5|72-72|P|group
DDI-MedLine.d132.s5|74-83|nelfinavir|drug
DDI-MedLine.d132.s6|72-81|nevirapine|drug
DDI-MedLine.d132.s6|87-97|delavirdine|drug
DDI-MedLine.d132.s7|99-106|PI-based|group
DDI-MedLine.d132.s8|19-27|efavirenz|drug
DDI-MedLine.d132.s8|34-42|indinavir|drug
DDI-MedLine.d132.s9|118-122|NNRTI|group
DDI-MedLine.d132.s10|0-8|Efavirenz|drug
DDI-MedLine.d132.s10|44-53|nelfinavir|drug
DDI-MedLine.d132.s11|20-25|NNRTIs|group
DDI-MedLine.d132.s12|36-41|NNRTIs|group
DDI-MedLine.d23.s0|15-22|ketamine|drug
DDI-MedLine.d23.s0|31-37|INNOVAR|brand
DDI-MedLine.d23.s0|53-61|digitalis|group
DDI-MedLine.d23.s1|65-72|ketamine|drug
DDI-MedLine.d23.s1|75-85|Innovar Vet|brand
DDI-MedLine.d23.s1|91-103|pentobarbital|drug
DDI-MedLine.d23.s1|120-126|ouabain|drug
DDI-MedLine.d23.s1|213-219|ouabain|drug
DDI-MedLine.d23.s1|227-234|ketamine|drug
DDI-MedLine.d23.s1|239-249|Innovar Vet|brand
DDI-MedLine.d23.s1|261-273|pentobarbital|drug
DDI-MedLine.d23.s2|35-41|ouabain|drug
DDI-MedLine.d23.s2|111-117|Novarin|brand
DDI-MedLine.d23.s2|120-127|ketamine|drug
DDI-MedLine.d23.s2|133-142|droperidol|drug
DDI-MedLine.d23.s2|176-183|fentanyl|drug
DDI-MedLine.d23.s2|200-212|pentobarbital|drug
DDI-MedLine.d138.s0|20-27|oxytocin|drug
DDI-MedLine.d138.s0|33-52|antidiuretic hormone|drug
DDI-MedLine.d138.s1|45-52|oxytocin|drug_n
DDI-MedLine.d138.s1|58-68|vasopressin|drug_n
DDI-MedLine.d138.s2|44-51|oxytocin|drug
DDI-MedLine.d138.s2|73-83|vasopressin|drug
DDI-MedLine.d29.s0|10-19|probenecid|drug
DDI-MedLine.d29.s0|79-89|cloxacillin|drug
DDI-MedLine.d29.s2|49-59|penicillins|group
DDI-MedLine.d29.s2|65-77|cephaloridine|drug
DDI-MedLine.d29.s2|111-120|probenecid|drug
DDI-MedLine.d29.s3|21-30|probenecid|drug
DDI-MedLine.d29.s3|75-85|cloxacillin|drug
DDI-MedLine.d29.s3|124-134|cloxacillin|drug
DDI-MedLine.d29.s3|275-284|probenecid|drug
DDI-MedLine.d29.s4|93-103|cloxacillin|drug
DDI-MedLine.d29.s4|122-131|probenecid|drug
DDI-MedLine.d29.s6|27-37|cloxacillin|drug
DDI-MedLine.d29.s7|134-143|probenecid|drug
DDI-MedLine.d29.s8|41-50|probenecid|drug
DDI-MedLine.d29.s8|74-81|cloxacin|drug
DDI-MedLine.d118.s0|0-8|Sirolimus|drug
DDI-MedLine.d118.s1|686-697|Cyclosporine|drug
DDI-MedLine.d118.s1|997-1008|cyclosporine|drug
DDI-MedLine.d118.s2|0-8|Sirolimus|drug
DDI-MedLine.d118.s2|148-156|sirolimus|drug
DDI-MedLine.d118.s2|231-242|cyclosporine|drug
DDI-MedLine.d118.s2|247-256|tacrolimus|drug
DDI-MedLine.d118.s3|97-105|sirolimus|drug
DDI-MedLine.d118.s3|128-139|cyclosporine|drug
DDI-MedLine.d118.s3|144-153|tacrolimus|drug
DDI-MedLine.d118.s3|249-260|cyclosporine|drug
DDI-MedLine.d118.s3|265-274|tacrolimus|drug
DDI-MedLine.d185.s0|10-21|ketoconazole|drug
DDI-MedLine.d185.s0|82-93|panobinostat|drug
DDI-MedLine.d185.s0|96-101|LBH589|drug
DDI-MedLine.d185.s0|122-150|histone deacetylase inhibitor|group
DDI-MedLine.d185.s1|0-11|Panobinostat|drug
DDI-MedLine.d185.s2|61-72|ketoconazole|drug
DDI-MedLine.d185.s2|113-124|panobinostat|drug
DDI-MedLine.d185.s3|27-38|panobinostat|drug
DDI-MedLine.d185.s4|13-24|ketoconazole|drug
DDI-MedLine.d185.s5|19-30|panobinostat|drug
DDI-MedLine.d185.s5|62-73|ketoconazole|drug
DDI-MedLine.d185.s6|0-11|Panobinostat|drug
DDI-MedLine.d185.s7|19-30|ketoconazole|drug
DDI-MedLine.d185.s7|92-103|panobinostat|drug
DDI-MedLine.d185.s9|17-28|panobinostat|drug
DDI-MedLine.d185.s9|140-151|panobinostat|drug
DDI-MedLine.d185.s9|263-274|panobinostat|drug
DDI-MedLine.d185.s9|386-397|panobinostat|drug
DDI-MedLine.d185.s9|509-520|panobinostat|drug
DDI-MedLine.d185.s9|632-643|panobinostat|drug
DDI-MedLine.d185.s12|21-32|panobinostat|drug
DDI-MedLine.d185.s12|39-54|CYP3A inhibitors|group
DDI-MedLine.d185.s12|96-107|panobinostat|drug
DDI-MedLine.d185.s13|104-115|panobinostat|drug
DDI-MedLine.d185.s13|138-142|CYP3A|group
DDI-MedLine.d185.s13|176-187|panobinostat|drug
DDI-MedLine.d180.s0|31-35|DZNep|drug
DDI-MedLine.d180.s1|40-61|S-adenosylhomocysteine|drug
DDI-MedLine.d180.s1|64-69|AdoHcy|drug
DDI-MedLine.d180.s3|24-28|DZNep|drug
DDI-MedLine.d180.s4|0-4|ALOX5|drug_n
DDI-MedLine.d180.s6|32-36|ALOX5|drug_n
DDI-MedLine.d180.s6|119-123|DZNep|drug
DDI-MedLine.d180.s7|22-26|ALOX5|drug_n
DDI-MedLine.d180.s7|51-55|DZNep|drug
DDI-MedLine.d180.s8|32-36|ALOX5|drug_n
DDI-MedLine.d180.s9|57-61|ALOX5|drug_n
DDI-MedLine.d180.s10|19-23|Bcl-2|drug
DDI-MedLine.d180.s10|46-50|DZNep|drug
DDI-MedLine.d180.s10|92-96|DZNep|drug
DDI-MedLine.d180.s10|102-108|ABT-737|drug
DDI-MedLine.d180.s10|195-199|DZNep|drug
DDI-MedLine.d180.s11|58-62|DZNep|drug
DDI-MedLine.d180.s12|13-17|DZNep|drug
DDI-MedLine.d180.s12|106-112|ABT-737|drug
DDI-MedLine.d180.s12|118-122|DZNep|drug
DDI-MedLine.d180.s13|27-31|DZNep|drug
DDI-MedLine.d181.s0|20-32|levothyroxine|drug
DDI-MedLine.d181.s1|0-6|Infacol|brand
DDI-MedLine.d181.s1|9-30|Forest Laboratories UK|brand
DDI-MedLine.d181.s2|25-34|simeticone|drug
DDI-MedLine.d181.s3|26-35|simeticone|drug
DDI-MedLine.d181.s3|129-138|simeticone|drug
DDI-MedLine.d181.s3|232-241|simeticone|drug
DDI-MedLine.d181.s3|335-344|simeticone|drug
DDI-MedLine.d181.s3|438-447|simeticone|drug
DDI-MedLine.d181.s3|541-550|simeticone|drug
DDI-MedLine.d181.s3|644-653|simeticone|drug
DDI-MedLine.d181.s3|747-756|simeticone|drug
DDI-MedLine.d181.s3|850-859|simeticone|drug
DDI-MedLine.d181.s3|953-962|simeticone|drug
DDI-MedLine.d181.s3|1056-1065|simeticone|drug
DDI-MedLine.d181.s4|85-97|levothyroxine|drug
DDI-MedLine.d181.s4|148-157|simecotine|drug
DDI-MedLine.d181.s5|17-29|levothyroxine|drug
DDI-MedLine.d181.s6|42-48|Infacol|brand
DDI-MedLine.d181.s6|78-90|levothyroxine|drug
DDI-MedLine.d181.s7|50-52|TSH|drug
DDI-MedLine.d181.s8|20-28|thyroxine|drug
DDI-MedLine.d181.s8|35-44|simecotine|drug
DDI-MedLine.d181.s8|165-173|thyroxine|drug
DDI-MedLine.d181.s8|180-189|simecotine|drug
DDI-MedLine.d181.s8|310-318|thyroxine|drug
DDI-MedLine.d181.s8|325-334|simecotine|drug
DDI-MedLine.d181.s8|455-463|thyroxine|drug
DDI-MedLine.d181.s8|470-479|simecotine|drug
DDI-MedLine.d181.s8|600-608|thyroxine|drug
DDI-MedLine.d181.s8|615-624|simecotine|drug
DDI-MedLine.d181.s8|745-753|thyroxine|drug
DDI-MedLine.d181.s8|760-769|simecotine|drug
DDI-MedLine.d181.s8|890-898|thyroxine|drug
DDI-MedLine.d169.s0|0-6|Calcium|drug
DDI-MedLine.d169.s1|0-1|Ca|drug
DDI-MedLine.d169.s1|78-78|n|drug
DDI-MedLine.d169.s1|87-87|n|drug
DDI-MedLine.d169.s3|52-58|calcium|drug
DDI-MedLine.d169.s4|102-105|iron|drug
DDI-MedLine.d169.s6|92-100|heme iron|drug_n
DDI-MedLine.d169.s7|0-1|Ca|drug
DDI-MedLine.d169.s7|23-38|calcium chloride|drug
DDI-MedLine.d169.s7|59-66|minerals|group
DDI-MedLine.d169.s8|0-1|Ca|drug
DDI-MedLine.d169.s8|38-41|iron|drug_n
DDI-MedLine.d169.s9|55-58|heme|drug_n
DDI-MedLine.d169.s10|53-59|calcium|drug
DDI-MedLine.d169.s10|100-103|iron|drug
DDI-MedLine.d169.s10|117-123|nonheme|drug
DDI-MedLine.d169.s10|142-145|heme|drug
DDI-MedLine.d169.s10|157-160|iron|drug
DDI-MedLine.d169.s11|115-121|calcium|drug
DDI-MedLine.d179.s0|32-40|sunitinib|drug
DDI-MedLine.d179.s0|46-54|docetaxel|drug
DDI-MedLine.d179.s0|114-122|EGFR TKIs|group
DDI-MedLine.d179.s1|40-48|sunitinib|drug
DDI-MedLine.d179.s2|66-74|sunitinib|drug
DDI-MedLine.d179.s2|131-139|sunitinib|drug
DDI-MedLine.d179.s2|145-153|docetaxel|drug
DDI-MedLine.d179.s2|197-205|EGFR TKIs|group
DDI-MedLine.d179.s3|0-4|NSCLC|drug
DDI-MedLine.d179.s3|22-31|EGFR T790M|drug_n
DDI-MedLine.d179.s3|84-92|sunitinib|drug
DDI-MedLine.d179.s3|97-105|docetaxel|drug
DDI-MedLine.d179.s5|0-8|Sunitinib|drug
DDI-MedLine.d179.s5|118-126|docetaxel|drug
DDI-MedLine.d179.s6|37-45|sunitinib|drug
DDI-MedLine.d179.s6|51-59|docetaxel|drug
DDI-MedLine.d179.s7|27-35|docetaxel|drug
DDI-MedLine.d179.s7|49-57|sunitinib|drug
DDI-MedLine.d179.s8|102-110|docetaxel|drug
DDI-MedLine.d179.s8|179-187|sunitinib|drug
DDI-MedLine.d179.s10|0-8|Sunitinib|drug
DDI-MedLine.d179.s10|98-107|EGFR T790M|drug_n
DDI-MedLine.d179.s10|113-117|K-ras|drug
DDI-MedLine.d179.s10|166-174|docetaxel|drug
DDI-MedLine.d179.s10|188-196|sunitinib|drug
DDI-MedLine.d179.s10|213-221|sunitinib|drug
DDI-MedLine.d179.s10|235-243|docetaxel|drug
DDI-MedLine.d159.s0|21-38|acetyl-l-carnitine|drug
DDI-MedLine.d159.s0|44-60|alpha lipoic acid|drug
DDI-MedLine.d159.s0|92-104|diepoxybutane|drug_n
DDI-MedLine.d159.s1|61-81|1,2:3,4-diepoxybutane|drug_n
DDI-MedLine.d159.s1|84-86|DEB|drug_n
DDI-MedLine.d159.s2|142-144|DEB|drug_n
DDI-MedLine.d159.s3|84-86|DEB|drug_n
DDI-MedLine.d159.s4|58-69|antioxidants|group
DDI-MedLine.d159.s5|161-163|DEB|drug_n
DDI-MedLine.d159.s6|6-23|acetyl-l-carnitine|drug
DDI-MedLine.d159.s6|68-70|DEB|drug_n
DDI-MedLine.d159.s6|115-131|alpha-lipoic acid|drug
DDI-MedLine.d159.s7|69-71|DEB|drug_n
DDI-MedLine.d159.s7|236-238|DEB|drug_n
DDI-MedLine.d164.s0|0-8|Lapatinib|drug
DDI-MedLine.d164.s0|19-27|herceptin|drug
DDI-MedLine.d164.s1|41-49|lapatinib|drug
DDI-MedLine.d164.s1|65-73|Herceptin|brand
DDI-MedLine.d164.s1|133-141|lapatinib|drug
DDI-MedLine.d164.s1|167-175|Herceptin|brand
DDI-MedLine.d164.s1|377-385|lapatinib|drug
DDI-MedLine.d164.s1|401-409|Herceptin|brand
DDI-MedLine.d164.s1|469-477|lapatinib|drug
DDI-MedLine.d164.s1|503-511|Herceptin|brand
DDI-MedLine.d164.s1|713-721|lapatinib|drug
DDI-MedLine.d164.s1|737-745|Herceptin|brand
DDI-MedLine.d164.s1|805-813|lapatinib|drug
DDI-MedLine.d164.s1|839-847|Herceptin|brand
DDI-MedLine.d164.s2|17-25|lapatinib|drug
DDI-MedLine.d164.s2|42-50|Herceptin|brand
DDI-MedLine.d164.s2|111-119|Herceptin|brand
DDI-MedLine.d164.s3|22-30|lapatinib|drug
DDI-MedLine.d164.s3|149-157|Herceptin|drug
DDI-MedLine.d164.s4|56-64|Herceptin|brand
DDI-MedLine.d164.s4|86-94|lapatinib|drug
DDI-MedLine.d164.s5|0-8|Lapatinib|drug
DDI-MedLine.d164.s5|44-52|Herceptin|brand
DDI-MedLine.d164.s5|68-76|Herceptin|brand
DDI-MedLine.d193.s0|0-9|Ticagrelor|drug
DDI-MedLine.d193.s0|12-21|Ticagrelor|brand
DDI-MedLine.d193.s0|37-47|clopidogrel|drug
DDI-MedLine.d193.s0|50-55|Plavix|brand
DDI-MedLine.d193.s1|21-30|ticagrelor|drug
DDI-MedLine.d193.s1|33-40|Brilinta|brand
DDI-MedLine.d193.s1|64-80|antiplatelet drug|group
DDI-MedLine.d193.s1|96-111|low-dose aspirin|drug
DDI-MedLine.d193.s2|21-31|clopidogrel|drug
DDI-MedLine.d193.s2|34-39|Plavix|brand
DDI-MedLine.d193.s2|46-54|prasugrel|drug
DDI-MedLine.d193.s2|57-63|Effient|brand
DDI-MedLine.d193.s3|0-10|Clopidogrel|drug
DDI-MedLine.d43.s6|100-117|diethylnitrosamine|drug
DDI-MedLine.d43.s7|183-195|phenobarbital|drug
DDI-MedLine.d100.s4|0-8|Adenosine|drug
DDI-MedLine.d100.s5|0-28|Slow-channel calcium blockers|group
DDI-MedLine.d100.s5|39-47|verapamil|drug
DDI-MedLine.d100.s5|50-58|diltiazem|drug
DDI-MedLine.d100.s5|64-73|nifedipine|drug
DDI-MedLine.d100.s7|35-50|calcium blockers|group
DDI-MedLine.d100.s8|17-32|calcium blockers|group
DDI-MedLine.d73.s0|108-122|methamphetamine|drug
DDI-MedLine.d73.s1|56-59|MPTP|drug
DDI-MedLine.d73.s1|144-158|methamphetamine|drug
DDI-MedLine.d73.s2|21-24|MPTP|drug
DDI-MedLine.d73.s2|143-151|pargyline|drug
DDI-MedLine.d73.s3|4-7|MPTP|drug_n
DDI-MedLine.d73.s3|83-93|amphetamine|drug
DDI-MedLine.d73.s3|147-157|apomorphine|drug
DDI-MedLine.d73.s4|0-14|Methamphetamine|drug
DDI-MedLine.d73.s4|22-25|MPTP|drug_n
DDI-MedLine.d73.s4|107-115|pargyline|drug
DDI-MedLine.d73.s5|110-118|pargyline|drug
DDI-DrugBank.d449.s0|23-39|antifungal agents|group
DDI-DrugBank.d449.s0|49-60|ketoconazole|drug
DDI-DrugBank.d449.s0|65-76|itraconazole|drug
DDI-DrugBank.d449.s1|0-9|Nafazodone|drug
DDI-DrugBank.d449.s1|12-22|fluvoxamine|drug
DDI-DrugBank.d449.s1|25-34|cimetidine|drug
DDI-DrugBank.d449.s1|37-41|Xanax|drug
DDI-DrugBank.d449.s2|0-9|Fluoxetine|drug
DDI-DrugBank.d449.s2|12-14|OCs|group
DDI-DrugBank.d449.s2|17-26|sertraline|drug
DDI-DrugBank.d449.s2|29-37|diltiazem|drug
DDI-DrugBank.d449.s2|40-60|macrolide antibiotics|group
DDI-DrugBank.d8.s0|106-112|ALFENTA|brand
DDI-DrugBank.d8.s0|156-170|CNS depressants|group
DDI-DrugBank.d8.s0|180-191|barbiturates|group
DDI-DrugBank.d8.s0|194-206|tranquilizers|group
DDI-DrugBank.d8.s0|209-215|opioids|group
DDI-DrugBank.d8.s0|221-250|inhalation general anesthetics|group
DDI-DrugBank.d8.s3|60-90|volatile inhalation anesthetics|group
DDI-DrugBank.d8.s3|160-166|ALFENTA|brand
DDI-DrugBank.d8.s3|201-212|erythromycin|drug
DDI-DrugBank.d8.s3|219-225|ALFENTA|brand
DDI-DrugBank.d8.s3|253-259|ALFENTA|brand
DDI-DrugBank.d8.s4|0-9|Cimetidine|drug
