DDI-MedLine.d48.s0|79-89|Clostridium|drug
DDI-MedLine.d132.s11|308-242||drug
DDI-MedLine.d132.s11|331-335|toxin|drug_n
DDI-MedLine.d132.s11|337-304||drug
DDI-MedLine.d132.s11|351-332||drug
DDI-MedLine.d132.s11|376-380|toxin|drug_n
DDI-MedLine.d132.s11|382-348||drug
DDI-MedLine.d132.s11|396-400|toxin|drug_n
DDI-MedLine.d132.s11|425-434|rilizidine|brand
DDI-MedLine.d132.s11|448-452|toxin|drug_n
DDI-MedLine.d132.s11|454-377||drug
DDI-MedLine.d132.s11|468-472|toxin|drug_n
DDI-MedLine.d23.s0|15-22|ketamine|drug
DDI-MedLine.d23.s1|65-72|ketamine|drug
DDI-MedLine.d23.s1|227-234|ketamine|drug
DDI-MedLine.d138.s0|20-27|oxytocin|drug
DDI-MedLine.d138.s1|0-7|oxytocin|drug
DDI-MedLine.d138.s1|13-23|vasopressin|drug
DDI-MedLine.d29.s1|267-279|acetilsalicic|drug
DDI-MedLine.d29.s1|331-342|glutethimide|drug
DDI-MedLine.d29.s1|345-357|phenobarbital|drug
DDI-MedLine.d29.s1|360-370|amphetamine|drug_n
DDI-MedLine.d29.s1|373-385|benzphetamine|drug_n
DDI-MedLine.d29.s1|388-403|chlorpheniramine|drug_n
DDI-MedLine.d29.s1|406-413|codamine|drug_n
DDI-MedLine.d29.s1|416-422|desoxyn|drug_n
DDI-MedLine.d29.s1|425-443|dimethylamphetamine|drug_n
DDI-MedLine.d29.s1|446-456|amphetamine|drug_n
DDI-MedLine.d29.s1|459-469|amphetamine|drug_n
DDI-MedLine.d29.s1|472-482|amphetamine|drug_n
DDI-MedLine.d29.s1|485-495|amphetamine|drug_n
DDI-MedLine.d29.s1|498-508|amphetamine|drug_n
DDI-MedLine.d29.s1|511-521|amphetamine|drug_n
DDI-MedLine.d29.s1|524-534|amphetamine|drug_n
DDI-MedLine.d29.s1|537-547|amphetamine|drug_n
DDI-MedLine.d29.s4|93-103|cloxacillin|drug
DDI-MedLine.d118.s2|244-255|cyclosporine|drug
DDI-MedLine.d118.s3|97-106|silormimus|drug
DDI-MedLine.d185.s2|61-72|ketoconazole|drug
DDI-MedLine.d185.s4|13-26|anticoagulants|group
DDI-MedLine.d185.s4|106-122|clostridium toxin|drug_n
DDI-MedLine.d185.s4|157-173|clostridium toxin|drug_n
DDI-MedLine.d185.s4|208-224|clostridium toxin|drug_n
DDI-MedLine.d185.s4|259-275|clostridium toxin|drug_n
DDI-MedLine.d185.s4|310-326|clostridium toxin|drug_n
DDI-MedLine.d185.s4|361-377|clostridium toxin|drug_n
DDI-MedLine.d185.s4|412-428|clostridium toxin|drug_n
DDI-MedLine.d185.s4|463-479|clostridium toxin|drug_n
DDI-MedLine.d185.s4|514-530|clostridium toxin|drug_n
DDI-MedLine.d185.s5|19-30|panobinostat|drug
DDI-MedLine.d185.s11|13-28|hypophosphatemia|drug
DDI-MedLine.d185.s12|0-11|panobinostat|drug
DDI-MedLine.d185.s12|34-45|panobinostat|drug
DDI-MedLine.d185.s12|109-120|panobinostat|drug
DDI-MedLine.d180.s2|0-162|Here, we examined its effects on multiple myeloma (MM) cells and found that, at 500 nM, it potently inhibited growth and induced apoptosis in 2 of 8 MM cell lines.|drug
DDI-MedLine.d180.s6|32-36|ALOX5|drug
DDI-MedLine.d180.s9|28-29|MM|group
DDI-MedLine.d180.s9|57-61|ALOX5|drug
DDI-MedLine.d180.s9|102-103|MM|group
DDI-MedLine.d180.s10|19-23|Bcl-2|drug
DDI-MedLine.d180.s10|113-117|Bcl-2|group
DDI-MedLine.d180.s12|13-17|DZNep|drug
DDI-MedLine.d180.s12|76-80|Bcl-2|drug
DDI-MedLine.d180.s12|118-122|DZNep|drug
DDI-MedLine.d180.s12|130-130|n|drug
DDI-MedLine.d180.s13|27-31|DZNep|drug
DDI-MedLine.d180.s13|391-395|DZNep|drug_n
DDI-MedLine.d180.s13|521-525|DZNep|drug
DDI-MedLine.d181.s0|0-12|levothyroxine|drug
DDI-MedLine.d181.s0|29-41|levothyroxine|drug
DDI-MedLine.d181.s1|0-6|Infacol|drug
DDI-MedLine.d181.s4|85-97|levothyroxine|drug
DDI-MedLine.d181.s5|17-29|levothyroxine|drug
DDI-MedLine.d181.s6|42-48|Infacol|drug
DDI-MedLine.d181.s8|0-8|thyroxine|drug
DDI-MedLine.d181.s8|25-33|thyroxine|drug
DDI-MedLine.d169.s0|0-6|Calcium|drug
DDI-MedLine.d169.s1|0-6|Calcium|drug
DDI-MedLine.d169.s3|52-58|calcium|drug
DDI-MedLine.d169.s7|0-6|Calcium|drug
DDI-MedLine.d169.s7|28-43|calcium chloride|drug
DDI-MedLine.d169.s8|0-6|Calcium|drug
DDI-MedLine.d169.s9|0-6|calcium|drug
DDI-MedLine.d169.s10|53-59|calcium|drug
DDI-MedLine.d169.s10|65-72|chloride|drug_n
DDI-MedLine.d169.s10|129-135|sulfate|drug_n
DDI-MedLine.d169.s10|151-165|red blood cells|brand
DDI-MedLine.d179.s0|32-40|sunitinib|drug
DDI-MedLine.d179.s0|46-54|docetaxel|drug
DDI-MedLine.d179.s0|114-141|EGFR TKIs-resistant mutation|drug_n
DDI-MedLine.d179.s1|40-48|sunitinib|drug
DDI-MedLine.d179.s2|52-60|sunitinib|drug
DDI-MedLine.d179.s2|117-125|sunitinib|drug
DDI-MedLine.d179.s2|131-139|docetaxel|drug
DDI-MedLine.d179.s3|22-25|EGFR|drug
DDI-MedLine.d179.s3|46-50|K-ras|drug
DDI-MedLine.d179.s6|37-45|sunitinib|drug
DDI-MedLine.d179.s6|51-59|docetaxel|drug
DDI-MedLine.d179.s7|27-35|docetaxel|drug
DDI-MedLine.d179.s7|49-57|sunitinib|drug_n
DDI-MedLine.d179.s8|102-110|docetaxel|drug
DDI-MedLine.d179.s8|179-187|sunitinib|drug_n
DDI-MedLine.d179.s8|449-457|sunitinib|drug_n
DDI-MedLine.d179.s8|834-842|sunitinib|drug_n
DDI-MedLine.d179.s8|981-989|sunitinib|drug_n
DDI-MedLine.d159.s0|0-17|acetyl-l-carnitine|drug
DDI-MedLine.d159.s0|23-39|alpha lipoic acid|drug
DDI-MedLine.d159.s3|187-211|glutathione S-transferase|drug
DDI-MedLine.d159.s5|46-47|it|drug
DDI-MedLine.d164.s1|41-49|Lapatinib|drug
DDI-MedLine.d164.s1|133-141|Lapatinib|drug
DDI-MedLine.d164.s2|17-25|lapatinib|drug
DDI-MedLine.d164.s2|42-50|Herceptin|drug
DDI-MedLine.d164.s2|111-119|Herceptin|drug
DDI-MedLine.d164.s3|22-30|Lapatinib|brand
DDI-MedLine.d164.s3|40-43|HER2|drug
DDI-MedLine.d164.s3|79-91|HER2-positive|drug_n
DDI-MedLine.d164.s3|149-157|Herceptin|brand
DDI-MedLine.d164.s4|108-116|Herceptin|drug
DDI-MedLine.d100.s3|119-132|thromboxane A2|drug
DDI-MedLine.d100.s5|0-8|verapamil|drug
DDI-MedLine.d100.s5|11-19|diltiazem|drug
DDI-MedLine.d100.s5|22-31|nifedipine|drug
DDI-MedLine.d100.s5|73-81|verapamil|drug
DDI-MedLine.d100.s5|84-92|diltiazem|drug
DDI-MedLine.d100.s5|99-108|nifedipine|drug
DDI-MedLine.d73.s1|144-158|Methamphetamine|drug
DDI-MedLine.d73.s3|83-93|amphetamine|drug
DDI-MedLine.d73.s3|147-157|apomorphine|drug
DDI-MedLine.d73.s5|110-118|pargyline|drug
DDI-MedLine.d73.s5|277-285|carbidopa|drug
DDI-MedLine.d73.s5|291-301|entacaprine|drug
DDI-MedLine.d73.s5|786-794|carbidopa|drug
DDI-MedLine.d73.s5|886-893|levodopa|drug
DDI-MedLine.d73.s5|899-909|entacaprine|drug
DDI-MedLine.d73.s5|950-966|clostridium toxin|drug_n
DDI-DrugBank.d449.s0|49-60|ketoconazole|drug
DDI-DrugBank.d449.s0|65-76|itraconazole|drug
DDI-DrugBank.d449.s0|98-114|clostridium toxin|drug_n
DDI-DrugBank.d449.s0|167-184|acetilsalicic acid|drug
DDI-DrugBank.d449.s0|190-201|glutethimide|drug
DDI-DrugBank.d449.s0|252-268|clostridium toxin|drug_n
DDI-DrugBank.d449.s0|301-318|acetilsalicic acid|drug
DDI-DrugBank.d449.s0|324-335|glutethimide|drug
DDI-DrugBank.d449.s0|386-402|clostridium toxin|drug_n
DDI-DrugBank.d449.s0|455-472|acetilsalicic acid|drug
DDI-DrugBank.d449.s0|478-489|glutethimide|drug
DDI-DrugBank.d449.s0|540-556|clostridium toxin|drug_n
DDI-DrugBank.d449.s0|589-606|acetilsalicic acid|drug
DDI-DrugBank.d449.s0|612-623|glutethimide|drug
DDI-DrugBank.d449.s0|674-690|clostridium toxin|drug_n
DDI-DrugBank.d449.s2|0-9|Fluoxetine|drug
DDI-DrugBank.d449.s2|12-14|OCs|group
DDI-DrugBank.d449.s2|17-26|sertraline|drug
DDI-DrugBank.d449.s2|29-37|diltiazem|drug
DDI-DrugBank.d449.s2|40-60|macrolide antibiotics|group
DDI-DrugBank.d8.s0|106-112|ALFENTA|drug
DDI-DrugBank.d8.s0|194-207|anticoagulants|group
DDI-DrugBank.d8.s5|18-24|ALFENTA|drug
DDI-DrugBank.d8.s5|109-115|ALFENTA|drug
DDI-DrugBank.d416.s0|103-114|sulfonamides|drug
DDI-DrugBank.d416.s0|117-124|procaine|drug
DDI-DrugBank.d416.s0|130-144|thiazolesulfone|drug_n
DDI-DrugBank.d416.s1|98-115|acetilsalicic acid|drug
DDI-DrugBank.d416.s1|121-132|glutethimide|drug
DDI-DrugBank.d416.s1|352-369|acetilsalicic acid|drug
DDI-DrugBank.d416.s1|375-386|glutethimide|drug
DDI-DrugBank.d416.s1|445-458|anticoagulants|group
DDI-DrugBank.d416.s1|464-480|antifungal agents|group
DDI-DrugBank.d416.s1|549-555|aspirin|brand
DDI-DrugBank.d416.s1|561-565|xanax|brand
DDI-DrugBank.d416.s1|621-626|heroin|drug_n
DDI-DrugBank.d416.s1|679-696|acetilsalicic acid|drug
DDI-DrugBank.d416.s1|702-713|glutethimide|drug
DDI-DrugBank.d416.s1|772-785|anticoagulants|group
DDI-DrugBank.d416.s3|30-39|probenecid|drug
DDI-DrugBank.d22.s0|47-53|digoxin|drug
DDI-DrugBank.d318.s0|86-106|antineoplastic agents|drug
DDI-DrugBank.d318.s0|109-125|clostridium toxin|drug_n
DDI-DrugBank.d318.s0|128-141|anticoagulants|drug
DDI-DrugBank.d318.s0|144-160|antifungal agents|drug
DDI-DrugBank.d318.s0|163-169|aspirin|brand
DDI-DrugBank.d318.s0|172-176|xanax|brand
DDI-DrugBank.d318.s0|179-184|heroin|drug_n
DDI-DrugBank.d318.s0|187-198|glutethimide|drug
DDI-DrugBank.d318.s0|201-218|acetilsalicic acid|drug
DDI-DrugBank.d318.s2|20-23|ACTH|drug
DDI-DrugBank.d318.s3|66-79|amphotericin B|drug
DDI-DrugBank.d318.s5|22-35|amphotericin B|drug
DDI-DrugBank.d318.s5|72-80|digitalis|drug
DDI-DrugBank.d318.s7|0-10|Flucytosine|drug
DDI-DrugBank.d318.s12|132-143|tubocurarine|drug
DDI-DrugBank.d318.s12|147-163|benzylmethylation|drug
DDI-DrugBank.d318.s12|223-235|chlorhexidine|drug
DDI-DrugBank.d318.s12|281-291|tolbutamide|drug
DDI-DrugBank.d318.s12|474-485|tubocurarine|drug
DDI-DrugBank.d318.s12|489-505|benzylmethylation|drug
DDI-DrugBank.d318.s12|565-577|chlorhexidine|drug
DDI-DrugBank.d318.s12|623-633|tolbutamide|drug
DDI-DrugBank.d318.s14|0-13|amphotericin B|drug
DDI-DrugBank.d318.s14|19-40|leukocyte transfusions|drug
DDI-DrugBank.d357.s0|190-204|5HT3 antagonist|group
DDI-DrugBank.d357.s0|237-247|ondansetron|brand
DDI-DrugBank.d357.s0|250-260|granisetron|drug
DDI-DrugBank.d357.s0|263-272|dolasetron|drug
DDI-DrugBank.d357.s0|275-286|palonosetron|drug
DDI-DrugBank.d357.s0|293-301|alosetron|drug
DDI-DrugBank.d357.s1|0-27|antihypertensive medications|drug
DDI-DrugBank.d357.s1|29-40|vasodilators|drug
DDI-DrugBank.d357.s1|42-52|hypotension|drug
DDI-DrugBank.d357.s1|54-74|myocardial infarction|drug
DDI-DrugBank.d357.s1|76-92|serious pneumonia|drug
DDI-DrugBank.d357.s1|94-106|serious falls|drug
DDI-DrugBank.d357.s1|108-130|bone and joint injuries|drug
DDI-DrugBank.d357.s1|132-136|toxin|drug_n
DDI-DrugBank.d357.s1|138-148|anphetamine|drug_n
DDI-DrugBank.d357.s1|150-159|drug_toxin|drug_n
DDI-DrugBank.d357.s1|161-176|drug_anphetamine|drug_n
DDI-DrugBank.d357.s1|178-183|drug_n|drug_n
DDI-DrugBank.d357.s1|185-194|drug_toxin|drug_n
DDI-DrugBank.d357.s1|196-211|drug_anphetamine|drug_n
DDI-DrugBank.d357.s1|213-218|drug_n|drug_n
DDI-DrugBank.d357.s1|220-229|drug_toxin|drug_n
DDI-DrugBank.d357.s1|231-246|drug_anphetamine|drug_n
DDI-DrugBank.d357.s1|248-253|drug_n|drug_n
DDI-DrugBank.d357.s1|255-264|drug_toxin|drug_n
DDI-DrugBank.d357.s1|266-281|drug_anphetamine|drug_n
DDI-DrugBank.d357.s1|283-288|drug_n|drug_n
DDI-DrugBank.d357.s1|290-299|drug_toxin|drug_n
DDI-DrugBank.d357.s1|301-316|drug_anphetamine|drug_n
DDI-DrugBank.d357.s1|318-323|drug_n|drug_n
DDI-DrugBank.d357.s3|28-38|apomorphine|drug
DDI-DrugBank.d357.s3|131-144|phenothiazines|group
DDI-DrugBank.d357.s3|147-160|butyrophenones|group
DDI-DrugBank.d357.s3|163-175|thioxanthenes|group
DDI-DrugBank.d357.s4|54-65|neuroleptics|drug
DDI-DrugBank.d357.s4|91-107|dopamine agonists|drug_n
DDI-DrugBank.d357.s5|0-10|apomorphine|drug
DDI-DrugBank.d357.s5|88-98|apomorphine|drug
DDI-DrugBank.d357.s6|0-5|APOKYN|drug
DDI-DrugBank.d357.s6|7-23|clostridium toxin|drug_n
DDI-DrugBank.d357.s6|25-36|glutethimide|drug_n
DDI-DrugBank.d357.s6|38-55|acetilsalicic acid|drug_n
DDI-DrugBank.d357.s6|57-68|glutethimide|drug_n
DDI-DrugBank.d357.s6|70-86|clostridium toxin|drug_n
DDI-DrugBank.d357.s6|88-99|glutethimide|drug_n
DDI-DrugBank.d357.s6|101-118|acetilsalicic acid|drug_n
DDI-DrugBank.d357.s6|120-131|glutethimide|drug_n
DDI-DrugBank.d357.s6|133-149|clostridium toxin|drug_n
DDI-DrugBank.d357.s6|151-162|glutethimide|drug_n
DDI-DrugBank.d357.s6|164-181|acetilsalicic acid|drug_n
DDI-DrugBank.d357.s6|183-194|glutethimide|drug_n
DDI-DrugBank.d357.s6|196-212|clostridium toxin|drug_n
DDI-DrugBank.d357.s6|214-225|glutethimide|drug_n
DDI-DrugBank.d357.s6|227-244|acetilsalicic acid|drug_n
DDI-DrugBank.d357.s6|246-257|glutethimide|drug_n
DDI-DrugBank.d357.s6|259-275|clostridium toxin|drug_n
DDI-DrugBank.d357.s6|277-288|glutethimide|drug_n
DDI-DrugBank.d357.s6|290-307|acetilsalicic acid|drug_n
DDI-DrugBank.d253.s1|91-109|arbutamine-mediated|drug
DDI-DrugBank.d253.s2|33-42|flecainide|drug
DDI-DrugBank.d253.s2|45-53|lidocaine|drug
DDI-DrugBank.d253.s2|59-67|quinidine|drug
DDI-DrugBank.d253.s2|91-100|arbutamine|drug
DDI-DrugBank.d105.s0|25-44|coumarin derivatives|group
DDI-DrugBank.d105.s0|47-68|indandione derivatives|group
DDI-DrugBank.d105.s0|75-105|platelet aggregation inhibitors|group
DDI-DrugBank.d105.s0|166-172|aspirin|drug
DDI-DrugBank.d509.s2|35-46|aripiprazole|drug
DDI-DrugBank.d509.s7|73-84|aripiprazole|drug
DDI-DrugBank.d509.s17|48-57|fluoxetine|drug
DDI-DrugBank.d509.s17|62-71|paroxetine|drug
DDI-DrugBank.d509.s18|9-14|CYP2D6|drug
DDI-DrugBank.d509.s20|31-42|aripiprazole|drug
DDI-DrugBank.d509.s20|53-64|aripiprazole|drug
DDI-DrugBank.d509.s23|36-45|famotidine|drug
DDI-DrugBank.d509.s23|48-56|valproate|drug
DDI-DrugBank.d509.s23|62-68|Lithium|drug
DDI-DrugBank.d509.s23|107-118|aripiprazole|drug
DDI-DrugBank.d509.s23|148-169|drug-drug interactions|group
DDI-DrugBank.d509.s25|46-57|aripiprazole|drug
DDI-DrugBank.d509.s25|110-125|dextromethorphan|drug_n
DDI-DrugBank.d509.s25|137-144|warfarin|drug
DDI-DrugBank.d509.s25|157-166|omeprazole|drug
DDI-DrugBank.d509.s25|170-177|warfarin|drug
DDI-DrugBank.d509.s25|193-208|dextromethorphan|drug
DDI-DrugBank.d509.s26|0-11|aripiprazole|drug
DDI-DrugBank.d509.s26|17-35|dehydroaripiprazole|drug
DDI-DrugBank.d509.s26|124-135|aripiprazole|drug
DDI-DrugBank.d509.s26|141-159|dehydroaripiprazole|drug
DDI-DrugBank.d509.s28|96-102|ABILIFY|drug
DDI-DrugBank.d509.s28|116-125|brand name|brand
DDI-DrugBank.d509.s28|152-163|aripiprazole|drug
DDI-DrugBank.d509.s28|492-505|anticoagulants|group
DDI-DrugBank.d509.s28|511-527|antifungal agents|group
DDI-DrugBank.d509.s28|643-656|anticoagulants|group
DDI-DrugBank.d509.s28|662-678|antifungal agents|group
DDI-DrugBank.d509.s28|695-704|brand name|brand
DDI-DrugBank.d509.s28|726-735|brand name|brand
DDI-DrugBank.d509.s28|753-759|aspirin|brand
DDI-DrugBank.d509.s28|764-768|xanax|brand
DDI-DrugBank.d109.s0|0-11|Ketoconazole|drug
DDI-DrugBank.d109.s0|13-13|N|drug
DDI-DrugBank.d109.s0|16-32|Antifungal Agents|group
DDI-DrugBank.d109.s0|36-36|N|drug
DDI-DrugBank.d109.s0|39-55|Antifungal Agents|group
DDI-DrugBank.d109.s0|81-92|Erythromycin|brand
DDI-DrugBank.d109.s0|95-104|Macrolides|group
DDI-DrugBank.d109.s0|108-108|N|drug
DDI-DrugBank.d109.s0|111-127|Antifungal Agents|group
DDI-DrugBank.d109.s0|131-131|N|drug
DDI-DrugBank.d109.s0|134-150|Antifungal Agents|group
DDI-DrugBank.d109.s0|154-154|N|drug
DDI-DrugBank.d109.s0|157-173|Antifungal Agents|group
DDI-DrugBank.d109.s0|177-177|N|drug
DDI-DrugBank.d109.s0|180-196|Antifungal Agents|group
DDI-DrugBank.d109.s0|200-200|N|drug
DDI-DrugBank.d109.s0|203-219|Antifungal Agents|group
DDI-DrugBank.d109.s0|223-223|N|drug
DDI-DrugBank.d109.s0|226-242|Antifungal Agents|group
DDI-DrugBank.d109.s0|246-246|N|drug
DDI-DrugBank.d109.s0|249-265|Antifungal Agents|group
DDI-DrugBank.d109.s0|269-269|N|drug
DDI-DrugBank.d109.s0|272-288|Antifungal Agents|group
DDI-DrugBank.d109.s0|292-292|N|drug
DDI-DrugBank.d109.s0|295-311|Antifungal Agents|group
DDI-DrugBank.d109.s0|315-315|N|drug
DDI-DrugBank.d109.s0|318-334|Antifungal Agents|group
DDI-DrugBank.d109.s0|338-338|N|drug
DDI-DrugBank.d109.s0|341-357|Antifungal Agents|group
DDI-DrugBank.d73.s1|22-29|tenormin|drug
DDI-DrugBank.d73.s2|0-23|Calcium channel blockers|drug
DDI-DrugBank.d73.s2|74-81|TENORMIN|drug
DDI-DrugBank.d73.s3|89-97|clonidine|drug
DDI-DrugBank.d73.s4|41-52|beta blocker|drug
DDI-DrugBank.d73.s4|120-128|clonidine|drug
DDI-DrugBank.d73.s6|64-75|indomethacin|drug
