DDI-MedLine.d48.s0|0-20|Clostridium difficile|drug
DDI-MedLine.d106.s6|17-28|glutethimide|drug
DDI-MedLine.d106.s6|79-92|coumarin drugs|group
DDI-MedLine.d106.s7|22-42|antiretroviral agents|group
DDI-MedLine.d106.s7|51-59|Lopinavir|drug
DDI-MedLine.d106.s8|0-14|Chloral hydrate|drug
DDI-MedLine.d106.s8|20-31|methaqualone|drug
DDI-MedLine.d106.s8|85-104|anticoagulant agents|group
DDI-MedLine.d106.s9|0-14|chloral hydrate|drug
DDI-MedLine.d106.s9|20-31|methaqualone|drug
DDI-MedLine.d106.s9|90-116|prothrombin test monitoring|group
DDI-MedLine.d106.s9|125-150|oral anticoagulant therapy|group
DDI-MedLine.d59.s0|77-85|carbachol|drug
DDI-MedLine.d59.s1|0-4|(14)C|drug
DDI-MedLine.d59.s2|31-39|carbachol|drug
DDI-MedLine.d59.s2|83-96|dibutyryl cAMP|drug
DDI-MedLine.d59.s3|38-46|carbachol|drug
DDI-MedLine.d59.s3|84-112|chelated extracellular Ca(2+)|group
DDI-MedLine.d59.s3|142-157|protein kinase C|group
DDI-MedLine.d59.s3|162-181|calmodulin kinase II|group
DDI-MedLine.d59.s4|75-83|carbachol|drug
DDI-MedLine.d59.s4|108-111|cAMP|drug
DDI-MedLine.d59.s4|142-150|histamine|drug
DDI-MedLine.d59.s4|156-159|cAMP|drug
DDI-MedLine.d59.s5|29-37|carbachol|group
DDI-MedLine.d59.s5|64-69|Ca(2+)|group
DDI-MedLine.d59.s5|87-92|Ca(2+)|group
DDI-MedLine.d59.s5|132-137|Ca(2+)|group
DDI-MedLine.d59.s6|29-42|cytochalasin D|drug_n
DDI-MedLine.d58.s0|10-21|ginsenosides|drug_n
DDI-MedLine.d58.s1|39-50|ginsenosides|group
DDI-MedLine.d58.s2|44-55|ginsenosides|drug_n
DDI-MedLine.d58.s2|212-234|Ca(2+) channel subtypes|group
DDI-MedLine.d58.s3|189-198|nimodipine|drug_n
DDI-MedLine.d58.s3|201-206|L-type|brand
DDI-MedLine.d58.s3|210-229|omega-conotoxin GVIA|drug_n
DDI-MedLine.d58.s3|232-237|N-type|group
DDI-MedLine.d58.s3|244-261|omega-agatoxin IVA|drug_n
DDI-MedLine.d58.s3|264-269|P-type|group
DDI-MedLine.d58.s4|22-33|ginsenosides|drug_n
DDI-MedLine.d58.s6|28-39|ginsenosides|group
DDI-MedLine.d58.s7|24-35|ginsenosides|drug
DDI-MedLine.d58.s7|78-93|calcium channels|group
DDI-MedLine.d58.s7|135-164|omega-conotoxin GVIA-sensitive|group
DDI-MedLine.d58.s7|167-172|N-type|group
DDI-MedLine.d58.s7|187-214|omega-agatoxin IVA-sensitive|group
DDI-MedLine.d58.s7|217-222|P-type|group
DDI-MedLine.d58.s7|299-316|presumptive Q-type|group
DDI-MedLine.d58.s8|71-82|ginsenosides|drug_n
DDI-MedLine.d58.s8|171-177|ginseng|group
DDI-MedLine.d47.s0|12-21|buforin II|drug
DDI-MedLine.d47.s0|53-64|azithromycin|drug
DDI-MedLine.d47.s0|70-80|minocycline|drug
DDI-MedLine.d47.s0|90-111|Cryptosporidium parvum|group
DDI-MedLine.d47.s1|46-55|buforin II|drug
DDI-MedLine.d47.s1|87-98|azithromycin|drug
DDI-MedLine.d47.s1|104-114|minocycline|drug
DDI-MedLine.d47.s3|69-77|macrolide|group
DDI-MedLine.d47.s3|87-98|azithromycin|drug
DDI-MedLine.d47.s3|103-114|tetracycline|group
DDI-MedLine.d47.s3|124-134|minocycline|drug
DDI-MedLine.d47.s4|0-9|Buforin II|drug
DDI-MedLine.d47.s4|39-60|Cryptosporidium parvum|drug_n
DDI-MedLine.d47.s4|107-118|azithromycin|drug
DDI-MedLine.d47.s4|123-133|minocycline|drug
DDI-MedLine.d65.s1|21-38|therapeutic agents|group
DDI-MedLine.d65.s2|25-37|drug toxicity|drug
DDI-MedLine.d65.s3|94-110|drug interactions|group
DDI-MedLine.d65.s4|97-113|drug interactions|group
DDI-MedLine.d65.s4|128-140|drug toxicity|group
DDI-MedLine.d65.s4|162-168|pateint|drug
DDI-MedLine.d65.s5|127-131|drugs|drug
DDI-MedLine.d74.s0|13-20|arginine|drug
DDI-MedLine.d74.s1|64-89|pancreatic insulin release|drug
DDI-MedLine.d74.s1|119-126|glucagon|drug
DDI-MedLine.d74.s1|143-149|glucose|drug
DDI-MedLine.d74.s2|57-63|insulin|drug
DDI-MedLine.d74.s2|69-76|glucagon|drug
DDI-MedLine.d74.s2|216-223|arginine|drug
DDI-MedLine.d74.s2|226-236|amino acids|group
DDI-MedLine.d74.s2|240-246|glucose|drug
DDI-MedLine.d74.s2|249-254|sugars|group
DDI-MedLine.d74.s2|262-273|theophylline|drug
DDI-MedLine.d74.s2|276-283|caffeine|group
DDI-MedLine.d74.s3|0-11|Theophylline|drug
DDI-MedLine.d74.s3|36-43|ninsulin|drug
DDI-MedLine.d74.s3|49-56|glucagon|drug
DDI-MedLine.d74.s4|0-6|Glucose|drug
DDI-MedLine.d74.s4|38-49|theophylline|drug
DDI-MedLine.d74.s5|0-7|Arginine|drug
DDI-MedLine.d74.s5|29-35|glucose|drug
DDI-MedLine.d74.s5|41-52|theophylline|drug
DDI-MedLine.d74.s5|72-79|glucagon|drug
DDI-MedLine.d74.s5|107-113|insulin|drug
DDI-MedLine.d74.s6|0-7|Arginine|drug
DDI-MedLine.d74.s6|28-34|glucose|drug
DDI-MedLine.d74.s6|39-50|theophylline|drug
DDI-MedLine.d74.s6|70-77|glucagon|group
DDI-MedLine.d74.s6|94-102|diabetics|group
DDI-MedLine.d74.s6|121-127|insulin|group
DDI-MedLine.d74.s6|147-155|diabetics|group
DDI-MedLine.d74.s6|160-166|normals|group
DDI-MedLine.d74.s8|12-19|arginine|drug
DDI-MedLine.d74.s8|83-89|insulin|group
DDI-MedLine.d74.s8|95-102|glucagon|group
DDI-MedLine.d74.s9|0-7|arginine|drug
DDI-MedLine.d74.s10|36-42|insulin|drug
DDI-MedLine.d74.s10|71-77|glucose|drug
DDI-MedLine.d74.s11|0-11|Theophylline|drug
DDI-MedLine.d44.s0|0-9|Etofibrate|drug
DDI-MedLine.d44.s1|0-8|Lopinavir|drug
DDI-MedLine.d44.s2|0-9|Etofibrate|drug
DDI-MedLine.d44.s4|39-52|lipid emulsion|group
DDI-MedLine.d44.s4|74-95|14C-cholesteryl oleate|drug
DDI-MedLine.d44.s4|101-111|3H-triolein|drug
DDI-MedLine.d44.s5|0-9|etofibrate|drug
DDI-MedLine.d44.s6|0-9|Etofibrate|drug
DDI-MedLine.d44.s6|92-106|3H-triglyceride|drug_n
DDI-MedLine.d44.s7|0-9|etofibrate|drug
DDI-MedLine.d44.s8|0-9|Etofibrate|drug
DDI-MedLine.d125.s0|69-87|1,3-difluoroacetone|drug_n
DDI-MedLine.d125.s1|30-48|1,3-difluoroacetone|drug_n
DDI-MedLine.d125.s1|111-117|Gliftor|brand
DDI-MedLine.d125.s1|120-142|1,3-difluoro-2-propanol|drug_n
DDI-MedLine.d125.s2|41-52|n-Coenzyme A|drug
DDI-MedLine.d125.s2|55-57|ATP|drug
DDI-MedLine.d125.s2|60-71|oxaloacetate|drug
DDI-MedLine.d125.s2|78-81|Mg2+|drug
DDI-MedLine.d125.s3|18-36|1,3-difluoroacetone|drug_n
DDI-MedLine.d125.s4|0-18|1,3-difluoroacetone|drug
DDI-MedLine.d125.s4|182-204|1,3-difluoro-2-propanol|drug
DDI-MedLine.d125.s5|38-60|1,3-difluoro-2-propanol|drug_n
DDI-MedLine.d125.s5|65-83|1,3-difluoroacetone|drug_n
DDI-MedLine.d125.s5|212-234|1,3-difluoro-2-propanol|drug_n
DDI-MedLine.d125.s6|0-15|4-methylpyrazole|drug
DDI-MedLine.d125.s6|83-105|1,3-difluoro-2-propanol|drug_n
DDI-MedLine.d125.s6|233-255|1,3-difluoro-2-propanol|drug_n
DDI-MedLine.d125.s7|0-15|4-methylpyrazole|drug
DDI-MedLine.d125.s7|69-87|1,3-difluoroacetone|drug
DDI-MedLine.d125.s8|62-77|4-methylpyrazole|drug
DDI-MedLine.d125.s8|108-130|1,3-difluoro-2-propanol|drug
DDI-MedLine.d125.s8|224-246|1,3-difluoro-2-propanol|drug
DDI-MedLine.d125.s8|251-269|1,3-difluoroacetone|drug
DDI-MedLine.d86.s0|0-8|diltiazem|drug
DDI-MedLine.d86.s0|10-18|sirolimus|drug
DDI-MedLine.d86.s1|0-8|sirolimus|drug
DDI-MedLine.d86.s1|13-21|macrolide|group
DDI-MedLine.d86.s1|23-39|immunosuppressant|group
DDI-MedLine.d86.s1|57-62|CYP3A4|group
DDI-MedLine.d86.s1|73-95|calcium channel blocker|group
DDI-MedLine.d86.s1|97-105|diltiazem|drug
DDI-MedLine.d86.s2|82-104|immunosuppressive drugs|group
DDI-MedLine.d86.s2|154-172|calcium antagonists|group
DDI-MedLine.d86.s3|0-8|sirolimus|drug
DDI-MedLine.d86.s3|11-19|diltiazem|drug
DDI-MedLine.d86.s3|22-30|sirolimus|drug
DDI-MedLine.d86.s3|36-44|diltiazem|drug
DDI-MedLine.d86.s5|66-74|sirolimus|drug
DDI-MedLine.d86.s5|253-261|diltiazem|drug
DDI-MedLine.d86.s5|323-331|sirolimus|drug
DDI-MedLine.d86.s6|54-62|sirolimus|drug
DDI-MedLine.d86.s6|111-119|sirolimus|drug
DDI-MedLine.d86.s6|136-144|diltiazem|drug
DDI-MedLine.d86.s7|0-8|diltiazem|drug
DDI-MedLine.d86.s7|11-28|desacetyldiltiazem|drug
DDI-MedLine.d86.s7|31-45|deshyldiltiazem|drug
DDI-MedLine.d86.s7|48-56|sirolimus|drug
DDI-MedLine.d86.s8|25-33|diltiazem|drug
DDI-MedLine.d86.s8|68-76|sirolimus|drug
DDI-MedLine.d86.s8|145-153|sirolimus|drug
DDI-MedLine.d86.s9|72-93|calcineurin inhibitors|group
DDI-MedLine.d86.s9|95-106|antiplatelet|group
DDI-MedLine.d86.s9|133-141|sirolimus|drug
DDI-MedLine.d86.s9|219-223|drugs|group
DDI-MedLine.d1.s0|148-156|Lopinavir|drug
DDI-MedLine.d1.s1|111-132|cardiovascular disease|group
DDI-MedLine.d1.s1|163-191|erction-supporting medication|group
DDI-MedLine.d1.s2|113-119|ironing|drug
DDI-MedLine.d1.s4|85-94|sildenafil|drug
DDI-MedLine.d1.s5|74-81|nitrates|group
DDI-MedLine.d1.s5|119-126|nitrates|group
DDI-MedLine.d1.s6|40-61|beta-receptor blockers|group
DDI-MedLine.d1.s6|64-82|calcium antagonists|group
DDI-MedLine.d1.s6|85-111|thiazide and loop diuretics|group
DDI-MedLine.d1.s6|118-131|ACE inhibitors|group
DDI-MedLine.d1.s7|133-143|sexological|group
DDI-MedLine.d1.s7|146-158|psychological|group
DDI-MedLine.d1.s7|165-171|medical|group
DDI-MedLine.d1.s8|0-8|lopinavir|drug
DDI-MedLine.d1.s9|93-109|erection disorder|group
DDI-MedLine.d132.s2|183-199|drug interactions|group
DDI-MedLine.d132.s3|0-8|efavirenz|drug
DDI-MedLine.d132.s3|11-19|nervapine|drug
DDI-MedLine.d132.s3|22-30|nervapine|group
DDI-MedLine.d132.s3|37-47|delavirdine|drug
DDI-MedLine.d132.s4|0-8|efavirenz|drug
DDI-MedLine.d132.s4|14-23|nevirapine|drug
DDI-MedLine.d132.s4|71-72|PI|group
DDI-MedLine.d132.s4|74-82|indinavir|drug
DDI-MedLine.d132.s4|161-170|nevirapine|drug
DDI-MedLine.d132.s4|211-219|efavirenz|drug
DDI-MedLine.d132.s5|0-9|Nevirapine|drug
DDI-MedLine.d132.s5|34-35|PI|group
DDI-MedLine.d132.s5|37-46|Nelfinavir|drug
DDI-MedLine.d132.s6|72-81|nevirapine|drug
DDI-MedLine.d132.s6|87-97|delavirdine|drug
DDI-MedLine.d132.s7|99-115|PI-based regimens|group
DDI-MedLine.d132.s8|0-8|efavirenz|drug
DDI-MedLine.d132.s8|15-23|indinavir|group
DDI-MedLine.d132.s9|77-81|NNRTI|group
DDI-MedLine.d132.s9|124-132|NNRTI-na |group
DDI-MedLine.d132.s10|0-8|Efavirenz|drug
DDI-MedLine.d132.s10|44-53|Nelfinavir|drug
DDI-MedLine.d132.s11|20-25|NNRTIs|group
DDI-MedLine.d132.s11|128-138|drug events|drug
DDI-MedLine.d132.s12|36-41|NNRTIs|group
DDI-MedLine.d23.s0|0-7|Ketamine|drug
DDI-MedLine.d23.s0|16-22|Innovar|brand
DDI-MedLine.d23.s0|38-46|digitalis|drug
DDI-MedLine.d23.s1|19-27|digitalis|group
DDI-MedLine.d23.s1|65-72|ketamine|drug
DDI-MedLine.d23.s1|75-85|Innovar Vet|brand
DDI-MedLine.d23.s1|91-103|pentobarbital|drug
DDI-MedLine.d23.s1|120-126|ouabain|drug
DDI-MedLine.d23.s1|213-219|ouabain|drug
DDI-MedLine.d23.s1|227-234|ketamine|drug
DDI-MedLine.d23.s1|239-249|Innovar Vet|brand
DDI-MedLine.d23.s1|261-273|pentobarbital|drug
DDI-MedLine.d23.s2|0-6|ouabain|drug
DDI-MedLine.d23.s2|76-82|Innovar|brand
DDI-MedLine.d23.s2|85-92|ketamine|drug
DDI-MedLine.d23.s2|98-107|droperidol|drug
DDI-MedLine.d23.s2|141-147|fentayl|drug
DDI-MedLine.d23.s2|164-176|pentobarbital|drug
DDI-MedLine.d138.s0|20-27|oxytocin|drug
DDI-MedLine.d138.s0|33-52|antidiuretic hormone|group
DDI-MedLine.d138.s1|20-27|oxytocin|drug
DDI-MedLine.d138.s1|33-43|vasopressin|drug
DDI-MedLine.d138.s2|44-51|oxytocin|drug
DDI-MedLine.d138.s2|73-83|vasopressin|drug
DDI-MedLine.d138.s3|68-75|hormones|group
DDI-MedLine.d29.s0|0-9|probenecid|drug
DDI-MedLine.d29.s0|11-21|cloxacillin|drug
DDI-MedLine.d29.s2|49-59|penicillins|group
DDI-MedLine.d29.s2|65-77|cephaloridine|group
DDI-MedLine.d29.s2|111-120|probenecid|drug
DDI-MedLine.d29.s3|21-30|probenecid|drug
DDI-MedLine.d29.s3|75-85|cloxacillin|drug
DDI-MedLine.d29.s3|124-134|cloxacillin|drug
DDI-MedLine.d29.s3|274-283|probenecid|drug
DDI-MedLine.d29.s4|93-103|cloxacillin|drug
DDI-MedLine.d29.s4|122-131|probenecid|drug
DDI-MedLine.d29.s5|24-37|Gibaldi et al.|drug
DDI-MedLine.d29.s6|0-10|cloxacillin|drug
DDI-MedLine.d29.s6|39-49|cloxacillin|drug
DDI-MedLine.d29.s7|134-143|probenecid|drug
DDI-MedLine.d29.s8|0-9|probenecid|drug
DDI-MedLine.d29.s8|11-21|cloxacillin|drug
DDI-MedLine.d118.s0|0-8|Sirolimus|drug
DDI-MedLine.d118.s0|11-49|mammalian target of rapamycin inhibitor|group
DDI-MedLine.d118.s2|0-8|Sirolimus|drug
DDI-MedLine.d118.s2|37-54|immunosuppressants|group
DDI-MedLine.d118.s2|148-156|Sirolimus|drug
DDI-MedLine.d118.s2|231-242|cyclosporine|drug
DDI-MedLine.d118.s2|247-256|tacrolimus|drug
DDI-MedLine.d118.s3|0-8|sirolimus|drug
DDI-MedLine.d118.s3|31-42|cyclosporine|group
DDI-MedLine.d118.s3|47-56|tacrolimus|group
DDI-MedLine.d118.s3|152-163|cyclosporine|group
DDI-MedLine.d118.s3|168-177|tacrolimus|group
DDI-MedLine.d185.s0|0-11|ketoconazole|drug
DDI-MedLine.d185.s0|23-34|ketoconazole|drug
DDI-MedLine.d185.s0|45-50|CYP3A4|group
DDI-MedLine.d185.s0|95-106|panobinostat|drug
DDI-MedLine.d185.s0|109-114|LBH589|brand
DDI-MedLine.d185.s0|135-163|histone deacetylase inhibitor|group
DDI-MedLine.d185.s1|0-11|Panobinostat|drug
DDI-MedLine.d185.s1|38-43|CYP3A4|group
DDI-MedLine.d185.s2|0-11|ketoconazole|drug
DDI-MedLine.d185.s3|27-38|panobinostat|drug
DDI-MedLine.d185.s4|13-24|ketoconazole|drug
DDI-MedLine.d185.s5|19-30|panobinostat|drug
DDI-MedLine.d185.s5|62-73|ketoconazole|drug
DDI-MedLine.d185.s6|0-11|Panobinostat|drug
DDI-MedLine.d185.s7|19-30|ketoconazole|drug
DDI-MedLine.d185.s7|92-103|panobinostat|drug
DDI-MedLine.d185.s8|25-33|Lopinavir|drug
DDI-MedLine.d185.s9|17-28|panobinostat|drug
DDI-MedLine.d185.s9|73-83|CYP3A5*1/*3|group
DDI-MedLine.d185.s9|89-99|CYP3A5*3/*3|group
DDI-MedLine.d185.s12|0-11|panobinostat|drug
DDI-MedLine.d185.s13|104-115|panobinostat|drug
DDI-MedLine.d185.s13|138-153|CYP3A inhibitors|group
DDI-MedLine.d185.s13|176-187|panobinostat|drug
DDI-MedLine.d180.s1|0-18|3-Deazaneplanocin A|drug
DDI-MedLine.d180.s1|21-25|DZNep|drug_n
DDI-MedLine.d180.s1|36-57|S-adenosylhomocysteine|group
DDI-MedLine.d180.s1|60-65|AdoHcy|group
DDI-MedLine.d180.s1|68-87|hydrolase inhibitors|group
DDI-MedLine.d180.s1|100-119|antitumor activities|group
DDI-MedLine.d180.s1|141-152|solid tumors|group
DDI-MedLine.d180.s1|158-179|acute myeloid leukemia|group
DDI-MedLine.d180.s3|24-28|DZNep|drug
DDI-MedLine.d180.s6|32-36|ALOX5|drug
DDI-MedLine.d180.s6|87-90|H929|drug
DDI-MedLine.d180.s6|119-123|DZNep|drug
DDI-MedLine.d180.s7|0-4|DZNep|drug
DDI-MedLine.d180.s8|32-36|ALOX5|drug
DDI-MedLine.d180.s9|57-61|ALOX5|drug
DDI-MedLine.d180.s10|19-23|Bcl-2|drug
DDI-MedLine.d180.s10|46-50|DZNep|drug
DDI-MedLine.d180.s10|92-96|DZNep|drug
DDI-MedLine.d180.s10|102-108|ABT-737|drug
DDI-MedLine.d180.s10|113-134|Bcl-2 family inhibitor|group
DDI-MedLine.d180.s10|195-199|DZNep|drug
DDI-MedLine.d180.s11|58-62|DZNep|drug
DDI-MedLine.d180.s11|128-132|ALOX5|group
DDI-MedLine.d180.s12|13-17|DZNep|drug
DDI-MedLine.d180.s12|76-80|Bcl-2|drug
DDI-MedLine.d180.s12|106-112|ABT-737|drug
DDI-MedLine.d180.s12|118-122|DZNep|drug
DDI-MedLine.d180.s12|154-162|apoptosis|drug
DDI-MedLine.d180.s13|27-31|DZNep|drug
DDI-MedLine.d181.s0|0-12|levothyroxine|drug
DDI-MedLine.d181.s0|34-46|levothyroxine|drug
DDI-MedLine.d181.s1|0-6|Infacol|drug
DDI-MedLine.d181.s2|0-9|simeticone|drug
DDI-MedLine.d181.s3|3-14|interactions|drug
DDI-MedLine.d181.s3|21-30|simeticone|drug
DDI-MedLine.d181.s4|85-97|levothyroxine|drug
DDI-MedLine.d181.s4|126-141|drug interaction|group
DDI-MedLine.d181.s4|148-157|simeticone|drug
DDI-MedLine.d181.s5|17-29|levothyroxine|drug
DDI-MedLine.d181.s5|39-65|thyroid stimulating hormone|group
DDI-MedLine.d181.s6|0-6|Infacol|drug
DDI-MedLine.d181.s6|36-48|levothyroxine|drug
DDI-MedLine.d181.s7|0-2|TSH|drug
DDI-MedLine.d181.s7|44-52|thyroxine|drug
DDI-MedLine.d181.s8|0-8|thyroxine|drug
DDI-MedLine.d169.s0|59-70|nonheme iron|drug
DDI-MedLine.d169.s0|75-83|heme iron|drug
DDI-MedLine.d169.s1|100-103|iron|group
DDI-MedLine.d169.s2|28-34|calcium|group
DDI-MedLine.d169.s2|46-60|iron absorption|group
DDI-MedLine.d169.s2|123-129|calcium|group
DDI-MedLine.d169.s3|52-58|calcium|drug
DDI-MedLine.d169.s3|94-97|iron|group
DDI-MedLine.d169.s4|72-86|iron absorption|group
DDI-MedLine.d169.s4|102-125|iron radioactive tracers|drug
DDI-MedLine.d169.s5|28-34|calcium|drug
DDI-MedLine.d169.s5|83-97|ferrous sulfate|drug
DDI-MedLine.d169.s5|100-111|nonheme iron|drug_n
DDI-MedLine.d169.s6|33-39|calcium|group
DDI-MedLine.d169.s6|87-100|5 mg heme iron|drug
DDI-MedLine.d169.s6|103-128|as concentrated RBC (CRBC)|drug_n
DDI-MedLine.d169.s7|0-6|Calcium|drug
DDI-MedLine.d169.s7|28-43|calcium chloride|drug
DDI-MedLine.d169.s9|2-8|calcium|drug
DDI-MedLine.d169.s10|53-59|calcium|drug
DDI-MedLine.d169.s10|62-69|minerals|group
DDI-MedLine.d169.s10|73-74|as|drug
DDI-MedLine.d169.s10|76-83|chloride|group
DDI-MedLine.d169.s10|111-114|iron|drug
DDI-MedLine.d169.s10|117-120|iron|group
DDI-MedLine.d169.s10|135-141|nonheme|drug
DDI-MedLine.d169.s10|144-147|iron|group
DDI-MedLine.d169.s10|151-152|as|group
DDI-MedLine.d169.s10|154-160|sulfate|group
DDI-MedLine.d169.s10|167-170|heme|group
DDI-MedLine.d169.s10|173-176|iron|group
DDI-MedLine.d169.s10|180-181|as|group
DDI-MedLine.d169.s10|183-186|CRBC|drug
DDI-MedLine.d169.s10|188-191|iron|group
DDI-MedLine.d169.s11|115-121|calcium|drug
DDI-MedLine.d179.s0|32-40|sunitinib|drug
DDI-MedLine.d179.s0|46-54|docetaxel|drug
DDI-MedLine.d179.s0|114-141|EGFR TKIs-resistant mutation|drug_n
DDI-MedLine.d179.s1|0-8|sunitinib|drug
DDI-MedLine.d179.s2|66-74|sunitinib|drug
DDI-MedLine.d179.s2|131-139|sunitinib|drug
DDI-MedLine.d179.s2|145-153|docetaxel|drug
DDI-MedLine.d179.s2|197-205|EGFR TKIs|group
DDI-MedLine.d179.s3|22-25|EGFR|drug
DDI-MedLine.d179.s3|27-40|T790M mutation|drug_n
DDI-MedLine.d179.s3|46-59|K-ras mutation|drug_n
DDI-MedLine.d179.s3|84-92|sunitinib|drug
DDI-MedLine.d179.s3|97-105|docetaxel|drug
DDI-MedLine.d179.s5|160-168|docetaxel|drug
DDI-MedLine.d179.s6|37-45|sunitinib|drug
DDI-MedLine.d179.s6|51-59|docetaxel|drug
DDI-MedLine.d179.s6|137-141|drugs|group
DDI-MedLine.d179.s7|0-8|docetaxel|drug
DDI-MedLine.d179.s7|22-30|sunitinib|drug
DDI-MedLine.d179.s8|102-110|docetaxel|drug
DDI-MedLine.d179.s8|179-187|sunitinib|drug
DDI-MedLine.d179.s10|72-97|anti-proliferative effects|drug
DDI-MedLine.d179.s10|111-18||group
DDI-MedLine.d179.s10|133-142|EGFR T790M|drug
DDI-MedLine.d179.s10|148-152|K-ras|drug
DDI-MedLine.d179.s10|201-209|docetaxel|drug
DDI-MedLine.d179.s10|223-231|sunitinib|drug
DDI-MedLine.d179.s10|248-256|sunitinib|drug
DDI-MedLine.d179.s10|270-278|docetaxel|drug
DDI-MedLine.d159.s0|0-17|acetyl-l-carnitine|drug
DDI-MedLine.d159.s0|23-39|alpha lipoic acid|drug
DDI-MedLine.d159.s0|71-83|diepoxybutane|drug_n
DDI-MedLine.d159.s1|61-81|1,2:3,4-diepoxybutane|drug_n
DDI-MedLine.d159.s1|84-86|DEB|drug_n
DDI-MedLine.d159.s1|146-159|Fanconi Anemia|group
DDI-MedLine.d159.s3|153-184|inhibitors of epoxide hydrolases|group
DDI-MedLine.d159.s3|187-218|inhibitors of protective enzymes|group
DDI-MedLine.d159.s3|223-247|glutathione S-transferase|drug
DDI-MedLine.d159.s3|253-260|catalase|drug
DDI-MedLine.d159.s3|280-290|glutathione|drug
DDI-MedLine.d159.s3|293-295|GSH|drug
DDI-MedLine.d159.s4|58-69|antioxidants|group
DDI-MedLine.d159.s4|76-106|mitochondrial protective agents|group
DDI-MedLine.d159.s5|161-163|DEB|drug_n
DDI-MedLine.d159.s6|5-22|acetyl-l-carnitine|drug
DDI-MedLine.d159.s6|67-69|DEB|drug_n
DDI-MedLine.d159.s6|114-130|alpha-lipoic acid|group
DDI-MedLine.d159.s7|69-71|DEB|drug_n
DDI-MedLine.d159.s7|159-169|FA patients|group
DDI-MedLine.d159.s7|236-238|DEB|drug_n
DDI-MedLine.d164.s0|0-8|Lapatinib|drug
DDI-MedLine.d164.s0|19-27|herceptin|drug
DDI-MedLine.d164.s0|112-115|HER2|group
DDI-MedLine.d164.s1|41-49|Lapatinib|drug
DDI-MedLine.d164.s1|65-73|Herceptin|brand
DDI-MedLine.d164.s1|133-141|Lapatinib|drug
DDI-MedLine.d164.s1|167-175|Herceptin|brand
DDI-MedLine.d164.s1|188-200|HER2-positive|group
DDI-MedLine.d164.s2|17-25|Lapatinib|drug
DDI-MedLine.d164.s2|42-50|Herceptin|brand
DDI-MedLine.d164.s2|111-119|Herceptin|brand
DDI-MedLine.d164.s3|22-30|Lapatinib|drug
DDI-MedLine.d164.s3|149-157|Herceptin|brand
DDI-MedLine.d164.s4|0-8|Herceptin|drug
DDI-MedLine.d164.s5|46-54|Herceptin|drug
DDI-MedLine.d164.s5|70-78|Herceptin|drug
DDI-MedLine.d164.s5|100-126|HER2-positive breast cancer|group
DDI-MedLine.d164.s5|179-182|HER2|group
